Locus_tag	Gene_name	Gene_type	baseMean	log2FC	padj	pvalue	lfcSE	stat
b0777	bioC	CDS	531	1.23	1.48e-01	8.53e-02	0.71	1.72
b1466	narW	CDS	30	1.23	2.03e-01	1.24e-01	0.8	1.54
b1534	ydeE	CDS	198	1.23	1.40e-02	5.30e-03	0.44	2.79
b2550	yphH	CDS	169	1.23	1.44e-04	2.92e-05	0.29	4.18
b4542	yohO	CDS	31	1.23	3.60e-02	1.60e-02	0.51	2.41
b1470	yddJ	pseudo	1	1.22	7.83e-01	7.02e-01	3.2	0.38
b2049	cpsB	CDS	24	1.22	4.10e-02	1.86e-02	0.52	2.35
b2052	fcl	CDS	12	1.22	2.28e-01	1.43e-01	0.84	1.46
b2340	sixA	CDS	1304	1.22	3.92e-09	3.47e-10	0.2	6.28
b2539	hcaF	CDS	40	1.22	1.95e-02	7.91e-03	0.46	2.66
b2679	proX	CDS	808	1.22	8.58e-02	4.48e-02	0.61	2.01
b4031	xylE	CDS	62	1.22	3.28e-02	1.44e-02	0.5	2.45
b0590	fepD	CDS	590	1.21	2.21e-01	1.38e-01	0.82	1.48
b0889	lrp	CDS	3959	1.21	1.29e-11	8.29e-13	0.17	7.16
b1374	pinR	CDS	91	1.21	3.16e-01	2.15e-01	0.97	1.24
b2354	yfdK	CDS	29	1.21	3.92e-02	1.77e-02	0.51	2.37
b2710	norV	CDS	72	1.21	2.42e-03	7.13e-04	0.36	3.38
b3087	ygjR	CDS	522	1.21	3.09e-12	1.86e-13	0.16	7.36
b3430	glgC	CDS	2178	1.21	3.80e-03	1.19e-03	0.37	3.24
b4037	malM	CDS	658	1.21	3.72e-01	2.63e-01	1.08	1.12
b0776	bioF	CDS	1020	1.2	1.60e-01	9.35e-02	0.71	1.68
b1803	yeaX	CDS	33	1.2	5.38e-02	2.57e-02	0.54	2.23
b2126	btsS	CDS	325	1.2	2.75e-02	1.17e-02	0.48	2.52
b2371	yfdE	CDS	26	1.2	1.63e-01	9.60e-02	0.72	1.66
b3572	avtA	CDS	2758	1.2	1.30e-10	9.25e-12	0.18	6.82
b4464	ghxQ	CDS	115	1.2	9.83e-04	2.60e-04	0.33	3.65
b1957	yodC	CDS	203	1.19	5.79e-04	1.43e-04	0.31	3.8
b2453	eutG	CDS	13	1.19	2.21e-01	1.38e-01	0.8	1.48
b2852	ygeH	CDS	3	1.19	4.55e-01	3.42e-01	1.25	0.95
b3022	mqsR	CDS	194	1.19	9.25e-04	2.42e-04	0.32	3.67
b3751	rbsB	CDS	4935	1.19	1.38e-01	7.86e-02	0.68	1.76
b4416	rybA	ncRNA	991	1.19	3.22e-02	1.41e-02	0.48	2.45
b0486	ybaT	CDS	509	1.18	2.57e-01	1.67e-01	0.85	1.38
b0610	rnk	CDS	808	1.18	1.24e-02	4.59e-03	0.42	2.83
b0778	bioD	CDS	538	1.18	2.24e-01	1.40e-01	0.8	1.48
b0865	ybjP	CDS	691	1.18	2.55e-02	1.07e-02	0.46	2.55
b1199	dhaL	CDS	979	1.18	6.88e-03	2.32e-03	0.39	3.05
b1234	rssA	CDS	1220	1.18	2.21e-03	6.41e-04	0.34	3.41
b1596	ynfM	CDS	346	1.18	1.69e-03	4.75e-04	0.34	3.49
b1597	asr	CDS	2970	1.18	5.57e-01	4.41e-01	1.53	0.77
b1627	rsxA	CDS	508	1.18	1.04e-05	1.58e-06	0.25	4.8
b3005	exbD	CDS	3940	1.18	1.04e-01	5.57e-02	0.62	1.91
b3264	envR	CDS	4	1.18	6.63e-01	5.60e-01	2.02	0.58
b3934	cytR	CDS	1005	1.18	5.38e-02	2.57e-02	0.53	2.23
b4303	sgcQ	CDS	52	1.18	6.72e-04	1.69e-04	0.31	3.76
b0754	aroG	CDS	4822	1.17	6.36e-04	1.59e-04	0.31	3.78
b1325	ycjG	CDS	546	1.17	2.00e-03	5.73e-04	0.34	3.44
b2429	murP	CDS	211	1.17	7.50e-02	3.80e-02	0.56	2.07
b3881	yihT	CDS	16	1.17	7.38e-02	3.73e-02	0.56	2.08
b3883	yihV	CDS	43	1.17	3.27e-04	7.37e-05	0.3	3.96
b0520	ylbF	CDS	19	1.16	4.34e-02	2.00e-02	0.5	2.33
b0681	chiP	CDS	106	1.16	2.03e-01	1.24e-01	0.76	1.54
b0713	pxpA	CDS	693	1.16	2.46e-05	4.12e-06	0.25	4.61
b1810	yoaC	CDS	283	1.16	1.76e-07	1.98e-08	0.21	5.61
b2936	loiP	CDS	524	1.16	6.95e-09	6.41e-10	0.19	6.18
b3041	ribB	CDS	3466	1.16	2.10e-02	8.60e-03	0.44	2.63
b0869	ybjT	CDS	669	1.15	2.00e-05	3.25e-06	0.25	4.65
b1136	icd	CDS	33802	1.15	2.88e-03	8.77e-04	0.35	3.33
b2073	yegL	CDS	22	1.15	9.89e-02	5.27e-02	0.6	1.94
b2083	yegZ	pseudo	17	1.15	1.14e-01	6.25e-02	0.62	1.86
b2866	xdhA	CDS	101	1.15	2.88e-02	1.23e-02	0.46	2.5
b2930	yggF	CDS	26	1.15	4.49e-02	2.07e-02	0.5	2.31
b3282	tsaC	CDS	1011	1.15	7.80e-04	2.01e-04	0.31	3.72
b3381	yhfX	CDS	16	1.15	3.85e-01	2.75e-01	1.06	1.09
b3447	ggt	CDS	883	1.15	9.98e-02	5.33e-02	0.6	1.93
b4093	phnO	CDS	112	1.15	2.43e-04	5.25e-05	0.28	4.04
b4570	lomR	pseudo	36	1.15	2.84e-02	1.21e-02	0.46	2.51
b0266	yagB	CDS	120	1.14	6.36e-06	9.47e-07	0.23	4.9
b0272	xynR	CDS	422	1.14	8.84e-03	3.09e-03	0.39	2.96
b0858	ybjO	CDS	137	1.14	7.29e-04	1.85e-04	0.3	3.74
b1395	paaH	CDS	39	1.14	2.86e-02	1.22e-02	0.46	2.51
b2068	alkA	CDS	143	1.14	1.04e-03	2.76e-04	0.31	3.64
b2452	eutH	CDS	22	1.14	4.74e-02	2.22e-02	0.5	2.29
b2760	casA	CDS	45	1.14	1.73e-02	6.83e-03	0.42	2.71
b3770	ilvE	CDS	675	1.14	1.53e-07	1.69e-08	0.2	5.64
b3890	yiiF	CDS	27	1.14	3.58e-02	1.60e-02	0.47	2.41
b0144	gluQ	CDS	404	1.13	9.78e-05	1.88e-05	0.26	4.28
b0365	tauA	CDS	36	1.13	9.49e-02	5.01e-02	0.57	1.96
b0787	ybhM	CDS	42	1.13	3.11e-02	1.35e-02	0.46	2.47
b1436	yncJ	CDS	13	1.13	3.78e-01	2.68e-01	1.02	1.11
b4408	csrB	ncRNA	42925	1.13	3.35e-03	1.04e-03	0.35	3.28
b0947	ycbX	CDS	843	1.12	1.74e-08	1.69e-09	0.19	6.02
b1754	ynjB	CDS	188	1.12	1.22e-04	2.41e-05	0.27	4.22
b2125	btsR	CDS	326	1.12	4.00e-02	1.81e-02	0.47	2.36
b3100	yqjK	CDS	2616	1.12	3.45e-04	7.86e-05	0.28	3.95
b4135	yjdC	CDS	908	1.12	1.06e-02	3.79e-03	0.39	2.89
b4248	yjgH	CDS	92	1.12	3.26e-02	1.43e-02	0.46	2.45
b0404	acpH	CDS	265	1.11	3.94e-07	4.74e-08	0.2	5.46
b1568	ydfX	CDS	8	1.11	1.90e-01	1.15e-01	0.71	1.58
b2899	yqfA	CDS	585	1.11	7.51e-07	9.53e-08	0.21	5.34
b3283	yrdD	CDS	1353	1.11	7.72e-05	1.46e-05	0.26	4.33
b0428	cyoE	CDS	10824	1.1	6.81e-02	3.39e-02	0.52	2.12
b1552	cspI	CDS	289	1.1	6.12e-01	4.99e-01	1.63	0.68
b1585	ynfC	CDS	265	1.1	3.71e-05	6.45e-06	0.24	4.51
b1703	ppsR	CDS	355	1.1	5.61e-02	2.69e-02	0.5	2.21
b2875	yqeB	CDS	105	1.1	3.98e-04	9.28e-05	0.28	3.91
b4441	glmY	ncRNA	108	1.1	3.22e-03	9.98e-04	0.34	3.29
b0768	ybhD	CDS	15	1.09	1.57e-01	9.16e-02	0.64	1.69
b0968	yccX	CDS	130	1.09	8.14e-03	2.80e-03	0.36	2.99
b1190	dadX	CDS	1262	1.09	2.44e-03	7.21e-04	0.32	3.38
b1251	yciI	CDS	941	1.09	2.63e-02	1.11e-02	0.43	2.54
b1648	ydhL	CDS	43	1.09	1.05e-01	5.69e-02	0.57	1.9
b2303	folX	CDS	742	1.09	1.86e-19	5.29e-21	0.12	9.4
b3128	garD	CDS	133	1.09	2.63e-03	7.87e-04	0.33	3.36
b3415	gntT	CDS	539	1.09	1.07e-01	5.83e-02	0.58	1.89
b3885	yihX	CDS	527	1.09	1.36e-03	3.73e-04	0.31	3.56
b0137	yadL	CDS	15	1.08	4.76e-02	2.24e-02	0.47	2.28
b1347	rcbA	CDS	7	1.08	2.82e-01	1.87e-01	0.82	1.32
b2538	hcaE	CDS	213	1.08	3.26e-05	5.61e-06	0.24	4.54
b3138	agaB	CDS	6	1.08	4.10e-01	2.99e-01	1.04	1.04
b4392	slt	CDS	1001	1.08	9.39e-14	4.72e-15	0.14	7.83
b4419	ldrA	CDS	18	1.08	4.76e-02	2.24e-02	0.47	2.28
b0353	mhpT	CDS	55	1.07	8.78e-03	3.06e-03	0.36	2.96
b1010	rutC	CDS	4	1.07	3.53e-01	2.47e-01	0.92	1.16
b1635	gstA	CDS	677	1.07	3.42e-03	1.07e-03	0.33	3.27
b1689	ydiL	CDS	5	1.07	2.59e-01	1.69e-01	0.78	1.38
b1734	chbF	CDS	62	1.07	2.73e-03	8.22e-04	0.32	3.35
b2173	yeiR	CDS	385	1.07	5.80e-07	7.21e-08	0.2	5.39
b2633	yfjQ	CDS	29	1.07	9.43e-02	4.98e-02	0.54	1.96
b2678	proW	CDS	905	1.07	1.68e-01	9.96e-02	0.65	1.65
b3431	glgX	CDS	1950	1.07	1.96e-02	7.97e-03	0.4	2.65
b3675	yidG	CDS	67	1.07	2.50e-03	7.41e-04	0.32	3.37
b4289	fecC	CDS	300	1.07	2.90e-01	1.93e-01	0.82	1.3
b4487	yjdP	CDS	72	1.07	1.10e-03	2.93e-04	0.29	3.62
b0307	ykgF	CDS	175	1.06	1.14e-02	4.14e-03	0.37	2.87
b0929	ompF	CDS	47101	1.06	1.68e-01	9.92e-02	0.64	1.65
b1220	ychO	CDS	345	1.06	1.88e-02	7.57e-03	0.4	2.67
b1433	ydcO	CDS	70	1.06	6.76e-02	3.36e-02	0.5	2.13
b1567	ydfW	CDS	6	1.06	4.54e-01	3.41e-01	1.11	0.95
b1777	yeaC	CDS	981	1.06	6.86e-06	1.03e-06	0.22	4.89
b2388	glk	CDS	1524	1.06	1.47e-03	4.06e-04	0.3	3.54
b3098	yqjD	CDS	2114	1.06	4.91e-04	1.17e-04	0.28	3.85
b3099	yqjE	CDS	2584	1.06	7.35e-04	1.87e-04	0.28	3.74
b3562	yiaA	CDS	12	1.06	2.63e-01	1.71e-01	0.78	1.37
b3669	uhpA	CDS	731	1.06	4.72e-10	3.73e-11	0.16	6.61
b4029	yjbH	CDS	120	1.06	4.07e-03	1.29e-03	0.33	3.22
b0163	yaeH	CDS	811	1.05	1.09e-06	1.43e-07	0.2	5.26
b0655	gltI	CDS	1955	1.05	2.87e-02	1.23e-02	0.42	2.5
b1007	rutF	CDS	8	1.05	2.43e-01	1.55e-01	0.74	1.42
b1775	ydjK	CDS	23	1.05	9.87e-02	5.26e-02	0.54	1.94
b0122	yacC	CDS	801	1.04	3.05e-02	1.32e-02	0.42	2.48
b0230	lafU	pseudo	25	1.04	1.08e-01	5.88e-02	0.55	1.89
b0767	pgl	CDS	2021	1.04	2.32e-13	1.24e-14	0.14	7.71
b1182	hlyE	CDS	31	1.04	1.00e-01	5.34e-02	0.54	1.93
b1198	dhaM	CDS	2962	1.04	4.15e-02	1.89e-02	0.44	2.35
b1336	abgT	CDS	37	1.04	7.01e-02	3.50e-02	0.5	2.11
b1546	tfaQ	CDS	16	1.04	6.76e-02	3.35e-02	0.49	2.13
b2099	yegU	CDS	123	1.04	7.15e-03	2.42e-03	0.34	3.03
b2446	yffO	CDS	20	1.04	1.60e-01	9.40e-02	0.62	1.67
b2985	yghS	CDS	12	1.04	2.96e-01	1.99e-01	0.81	1.29
b3053	glnE	CDS	1256	1.04	2.02e-08	1.99e-09	0.17	6
b4445	omrB	ncRNA	7	1.04	5.43e-01	4.27e-01	1.31	0.79
b4577	sgrS	ncRNA	49	1.04	8.87e-02	4.65e-02	0.52	1.99
b0245	ykfI	CDS	2	1.03	7.37e-01	6.45e-01	2.24	0.46
b0250	ykfB	CDS	176	1.03	1.34e-06	1.78e-07	0.2	5.22
b0882	clpA	CDS	9588	1.03	1.82e-04	3.78e-05	0.25	4.12
b1359	ydaU	CDS	32	1.03	1.27e-01	7.11e-02	0.57	1.81
b2356	yfdM	CDS	1	1.03	8.46e-01	7.84e-01	3.77	0.27
b2357	yfdN	CDS	1	1.03	8.32e-01	7.65e-01	3.45	0.3
b2358	yfdO	CDS	1	1.03	8.08e-01	7.36e-01	3.07	0.34
b3350	kefB	CDS	373	1.03	2.90e-02	1.24e-02	0.41	2.5
b4239	treC	CDS	1389	1.03	4.63e-01	3.50e-01	1.11	0.94
b4463	ygcU	CDS	24	1.03	4.50e-02	2.08e-02	0.45	2.31
b4642	yoeD	pseudo	4	1.03	7.44e-01	6.54e-01	2.3	0.45
b4726	yabR	CDS	0	1.03	9.16e-01	8.79e-01	6.77	0.15
b0769	ybhH	CDS	6	1.02	4.70e-01	3.56e-01	1.1	0.92
b3877	yihP	CDS	20	1.02	1.68e-01	9.91e-02	0.62	1.65
b4087	alsA	CDS	26	1.02	1.89e-01	1.14e-01	0.64	1.58
b4290	fecB	CDS	553	1.02	1.91e-01	1.16e-01	0.65	1.57
b4662	sgrT	CDS	48	1.02	1.08e-01	5.86e-02	0.54	1.89
b0117	yacH	CDS	16	1.01	3.56e-01	2.49e-01	0.87	1.15
b1177	ycgJ	CDS	465	1.01	2.35e-05	3.92e-06	0.22	4.62
b1451	yncD	CDS	887	1.01	5.78e-03	1.91e-03	0.33	3.1
b2387	fryB	CDS	2	1.01	6.62e-01	5.59e-01	1.74	0.58
b3522	yhjD	CDS	318	1.01	8.90e-09	8.34e-10	0.16	6.14
b3537	bcsF	CDS	110	1.01	1.06e-02	3.80e-03	0.35	2.89
b3575	yiaK	CDS	15	1.01	2.75e-01	1.81e-01	0.76	1.34
b3600	mtlD	CDS	1179	1.01	2.91e-05	4.98e-06	0.22	4.57
b4105	phnD	CDS	7	1.01	3.32e-01	2.29e-01	0.84	1.2
b4217	ytfK	CDS	1139	1.01	4.20e-02	1.92e-02	0.43	2.34
b0484	copA	CDS	1953	1	1.24e-03	3.35e-04	0.28	3.59
b1058	yceO	CDS	11	1	2.17e-01	1.35e-01	0.67	1.5
b1316	ycjT	CDS	63	1	4.50e-04	1.06e-04	0.26	3.88
b1361	ydaW	CDS	34	1	2.43e-01	1.55e-01	0.71	1.42
b1394	paaG	CDS	14	1	1.47e-01	8.49e-02	0.58	1.72
b1400	paaY	CDS	281	1	3.50e-06	5.01e-07	0.2	5.03
b1414	ydcF	CDS	412	1	1.53e-05	2.43e-06	0.21	4.71
b1463	nhoA	CDS	89	1	2.42e-02	1.01e-02	0.39	2.57
b1774	ydjJ	CDS	18	1	1.09e-01	5.97e-02	0.53	1.88
b2835	lplT	CDS	494	1	1.05e-02	3.78e-03	0.34	2.9
b3093	exuT	CDS	219	1	2.31e-02	9.57e-03	0.39	2.59
b4715	ytiA	CDS	14	1	1.90e-01	1.14e-01	0.63	1.58
b0209	yafD	CDS	894	0.99	1.91e-05	3.07e-06	0.21	4.67
b0678	nagB	CDS	752	0.99	2.32e-13	1.24e-14	0.13	7.71
b0679	nagE	CDS	2493	0.99	4.13e-02	1.88e-02	0.42	2.35
b0928	aspC	CDS	5723	0.99	1.76e-02	7.01e-03	0.37	2.7
b1046	clsC	CDS	463	0.99	2.00e-02	8.12e-03	0.37	2.65
b1698	ydiR	CDS	32	0.99	4.15e-02	1.89e-02	0.42	2.35
b1802	yeaW	CDS	14	0.99	2.21e-01	1.38e-01	0.67	1.48
b0139	htrE	CDS	34	0.98	4.28e-02	1.96e-02	0.42	2.33
b0262	afuC	CDS	50	0.98	5.67e-02	2.73e-02	0.44	2.21
b0651	rihA	CDS	667	0.98	9.01e-02	4.73e-02	0.5	1.98
b0710	ybgI	CDS	1101	0.98	1.04e-09	8.59e-11	0.15	6.49
b1343	dbpA	CDS	781	0.98	4.70e-06	6.88e-07	0.2	4.96
b1501	ydeP	CDS	112	0.98	1.98e-03	5.65e-04	0.28	3.45
b1744	astE	CDS	54	0.98	3.56e-01	2.49e-01	0.85	1.15
b2455	eutE	CDS	11	0.98	2.33e-01	1.47e-01	0.67	1.45
b2842	kduD	CDS	108	0.98	2.32e-02	9.60e-03	0.38	2.59
b3664	adeQ	CDS	22	0.98	5.16e-02	2.45e-02	0.44	2.25
b3940	metL	CDS	1933	0.98	2.61e-05	4.40e-06	0.21	4.59
b0210	yafE	CDS	239	0.97	7.66e-02	3.90e-02	0.47	2.06
b0603	ybdO	CDS	24	0.97	3.16e-01	2.15e-01	0.78	1.24
b0756	galM	CDS	2981	0.97	7.72e-08	8.23e-09	0.17	5.76
b1003	yccJ	CDS	1474	0.97	3.83e-01	2.72e-01	0.89	1.1
b1329	mppA	CDS	870	0.97	5.79e-03	1.92e-03	0.31	3.1
b1694	ydiF	CDS	17	0.97	1.75e-01	1.04e-01	0.59	1.63
b2800	fucA	CDS	23	0.97	7.94e-02	4.07e-02	0.47	2.05
b4321	gntP	CDS	121	0.97	3.54e-01	2.47e-01	0.84	1.16
b4525	ymjC	CDS	15	0.97	2.42e-01	1.54e-01	0.68	1.42
b0483	ybaQ	CDS	679	0.96	2.35e-03	6.88e-04	0.28	3.39
b1335	ogt	CDS	241	0.96	6.23e-03	2.07e-03	0.31	3.08
b1357	ydaS	CDS	11	0.96	2.76e-01	1.82e-01	0.72	1.33
b2220	atoC	CDS	111	0.96	2.51e-03	7.44e-04	0.28	3.37
b2419	yfeK	CDS	75	0.96	1.63e-01	9.61e-02	0.58	1.66
b2544	yphB	CDS	80	0.96	9.87e-04	2.61e-04	0.26	3.65
b2644	yfjY	CDS	1	0.96	7.93e-01	7.17e-01	2.64	0.36
b3068	mug	CDS	567	0.96	9.98e-03	3.55e-03	0.33	2.92
b3323	gspA	CDS	31	0.96	3.66e-02	1.64e-02	0.4	2.4
b4168	tsaE	CDS	383	0.96	7.99e-10	6.52e-11	0.15	6.53
b4288	fecD	CDS	222	0.96	3.21e-01	2.19e-01	0.78	1.23
b4742	ymjE	CDS	40	0.96	2.10e-01	1.29e-01	0.63	1.52
b0227	yafL	CDS	38	0.95	3.07e-02	1.32e-02	0.38	2.48
b0573	cusF	CDS	15	0.95	2.15e-01	1.33e-01	0.64	1.5
b1006	rutG	CDS	81	0.95	1.24e-02	4.61e-03	0.33	2.83
b1365	ynaK	CDS	26	0.95	6.10e-02	2.97e-02	0.44	2.17
b1375	ynaE	CDS	455	0.95	5.24e-01	4.08e-01	1.14	0.83
b1607	ydgC	CDS	162	0.95	8.29e-03	2.86e-03	0.32	2.98
b1845	ptrB	CDS	609	0.95	1.81e-02	7.23e-03	0.35	2.69
b2518	ndk	CDS	3486	0.95	9.39e-02	4.95e-02	0.49	1.96
b2855	ygeK	pseudo	7	0.95	4.86e-01	3.71e-01	1.07	0.89
b3077	ebgC	CDS	20	0.95	5.36e-01	4.20e-01	1.18	0.81
b3906	rhaR	CDS	28	0.95	4.65e-02	2.17e-02	0.41	2.3
b4399	creC	CDS	252	0.95	6.57e-05	1.23e-05	0.22	4.37
b0498	ybbC	CDS	54	0.94	4.73e-02	2.21e-02	0.41	2.29
b0602	ybdN	CDS	24	0.94	2.09e-01	1.29e-01	0.62	1.52
b0649	djlC	CDS	94	0.94	6.61e-04	1.65e-04	0.25	3.77
b1296	puuP	CDS	130	0.94	7.06e-02	3.54e-02	0.45	2.1
b1455	yncH	CDS	4	0.94	5.75e-01	4.60e-01	1.27	0.74
b1459	yncI	pseudo	42	0.94	7.88e-02	4.03e-02	0.46	2.05
b2933	cmtA	CDS	21	0.94	6.77e-02	3.37e-02	0.44	2.12
b4100	phnH	CDS	2	0.94	7.35e-01	6.41e-01	2.01	0.47
b4265	idnT	CDS	86	0.94	3.49e-02	1.55e-02	0.39	2.42
b4297	yjhG	CDS	139	0.94	1.22e-04	2.39e-05	0.22	4.23
b4453	ldrD	CDS	77	0.94	2.40e-01	1.53e-01	0.65	1.43
b4613	dinQ	CDS	347	0.94	6.77e-02	3.37e-02	0.44	2.12
b0224	yafK	CDS	2297	0.93	3.44e-04	7.81e-05	0.24	3.95
b0320	yahF	CDS	23	0.93	1.24e-01	6.92e-02	0.51	1.82
b1142	ymfH	CDS	60	0.93	2.74e-01	1.80e-01	0.7	1.34
b1159	mcrA	CDS	147	0.93	7.91e-03	2.70e-03	0.31	3
b1181	ycgN	CDS	397	0.93	3.28e-10	2.51e-11	0.14	6.67
b1368	ynaA	CDS	45	0.93	8.21e-02	4.24e-02	0.46	2.03
b1769	ydjE	CDS	45	0.93	3.30e-02	1.45e-02	0.38	2.44
b1853	yebK	CDS	597	0.93	1.57e-02	6.10e-03	0.34	2.74
b1991	cobT	CDS	354	0.93	1.93e-02	7.80e-03	0.35	2.66
b2159	nfo	CDS	605	0.93	2.40e-05	4.01e-06	0.2	4.61
b2161	nupX	CDS	17	0.93	2.19e-01	1.36e-01	0.62	1.49
b2336	yfcS	CDS	8	0.93	5.28e-01	4.12e-01	1.13	0.82
b2360	yfdQ	CDS	37	0.93	7.96e-02	4.08e-02	0.46	2.05
b2484	hyfD	CDS	12	0.93	2.15e-01	1.33e-01	0.62	1.5
b0138	yadM	CDS	15	0.92	1.93e-01	1.17e-01	0.59	1.57
b0146	sfsA	CDS	677	0.92	6.16e-05	1.14e-05	0.21	4.39
b0340	cynS	CDS	27	0.92	3.11e-02	1.36e-02	0.37	2.47
b0692	potE	CDS	89	0.92	1.62e-02	6.32e-03	0.34	2.73
b0697	kdpB	CDS	59	0.92	8.05e-03	2.76e-03	0.31	2.99
b0718	ybgQ	CDS	11	0.92	2.98e-01	2.00e-01	0.72	1.28
b1586	ynfD	CDS	35	0.92	2.47e-02	1.03e-02	0.36	2.57
b2062	wza	CDS	5	0.92	5.50e-01	4.35e-01	1.18	0.78
b3072	aer	CDS	201	0.92	2.33e-03	6.82e-04	0.27	3.4
b3207	yrbL	CDS	4425	0.92	1.31e-05	2.05e-06	0.19	4.75
b3267	yhdV	CDS	49	0.92	2.96e-01	1.99e-01	0.72	1.28
b3425	glpE	CDS	422	0.92	7.68e-04	1.97e-04	0.25	3.72
b4214	cysQ	CDS	722	0.92	4.95e-04	1.18e-04	0.24	3.85
b0289	ecpE	CDS	66	0.91	1.33e-02	5.02e-03	0.32	2.81
b0927	gloC	CDS	2822	0.91	2.80e-03	8.51e-04	0.27	3.34
b1313	ycjQ	CDS	32	0.91	1.18e-01	6.48e-02	0.49	1.85
b1832	msrC	CDS	2281	0.91	2.47e-06	3.42e-07	0.18	5.1
b1982	amn	CDS	1420	0.91	1.08e-02	3.91e-03	0.32	2.89
b2100	yegV	CDS	114	0.91	8.75e-04	2.28e-04	0.25	3.69
b2706	gutM	CDS	16	0.91	3.02e-01	2.03e-01	0.72	1.27
b0496	ybbP	CDS	455	0.9	2.31e-03	6.75e-04	0.27	3.4
b1545	pinQ	CDS	84	0.9	4.67e-01	3.53e-01	0.98	0.93
b1609	rstB	CDS	756	0.9	2.08e-04	4.39e-05	0.22	4.09
b2645	yfjZ	CDS	4	0.9	5.29e-01	4.13e-01	1.1	0.82
b4034	malE	CDS	2712	0.9	4.96e-01	3.80e-01	1.03	0.88
b4195	ulaC	CDS	23	0.9	2.79e-01	1.84e-01	0.68	1.33
b0155	clcA	CDS	774	0.89	8.28e-07	1.06e-07	0.17	5.32
b0497	rhsD	CDS	237	0.89	1.16e-02	4.25e-03	0.31	2.86
b0515	allE	CDS	204	0.89	1.61e-03	4.50e-04	0.25	3.51
b0773	ybhB	CDS	692	0.89	8.82e-02	4.62e-02	0.45	1.99
b1314	ycjR	CDS	24	0.89	5.62e-02	2.70e-02	0.4	2.21
b1525	sad	CDS	335	0.89	7.35e-04	1.87e-04	0.24	3.74
b4280	yjhC	CDS	297	0.89	5.55e-05	1.02e-05	0.2	4.41
b0514	glxK	CDS	81	0.88	2.86e-02	1.22e-02	0.35	2.51
b0965	yccU	CDS	1318	0.88	5.14e-04	1.24e-04	0.23	3.84
b1183	umuD	CDS	130	0.88	9.86e-02	5.25e-02	0.45	1.94
b1695	ydiO	CDS	23	0.88	1.68e-01	9.95e-02	0.53	1.65
b2372	yfdV	CDS	24	0.88	2.44e-01	1.56e-01	0.62	1.42
b2494	bepA	CDS	870	0.88	5.32e-04	1.29e-04	0.23	3.83
b2650	ypjC	CDS	1	0.88	7.58e-01	6.71e-01	2.07	0.42
b4301	sgcE	CDS	47	0.88	5.29e-02	2.52e-02	0.39	2.24
b0300	ykgA	pseudo	91	0.87	3.21e-03	9.94e-04	0.26	3.29
b1837	yebW	CDS	121	0.87	1.76e-01	1.05e-01	0.54	1.62
b1958	yedI	CDS	422	0.87	7.09e-04	1.79e-04	0.23	3.75
b2051	gmm	CDS	7	0.87	4.37e-01	3.24e-01	0.88	0.99
b2169	fruB	CDS	2837	0.87	5.09e-01	3.92e-01	1.02	0.86
b2181	yejG	CDS	1546	0.87	1.31e-01	7.38e-02	0.49	1.79
b2275	yfbP	CDS	64	0.87	2.91e-02	1.25e-02	0.35	2.5
b2626	yfjJ	CDS	8	0.87	3.67e-01	2.59e-01	0.77	1.13
b3097	yqjC	CDS	1578	0.87	1.05e-02	3.78e-03	0.3	2.9
b3497	rsmJ	CDS	436	0.87	7.65e-04	1.96e-04	0.23	3.72
b0145	dksA	CDS	7395	0.86	1.49e-01	8.62e-02	0.5	1.72
b0368	tauD	CDS	50	0.86	5.05e-02	2.39e-02	0.38	2.26
b0429	cyoD	CDS	3910	0.86	1.23e-01	6.83e-02	0.47	1.82
b1624	ydgJ	CDS	1004	0.86	1.23e-03	3.32e-04	0.24	3.59
b2046	wzxC	CDS	20	0.86	2.96e-01	1.98e-01	0.67	1.29
b3271	yhdZ	CDS	50	0.86	5.48e-02	2.62e-02	0.39	2.22
b3448	yhhA	CDS	151	0.86	3.58e-02	1.60e-02	0.36	2.41
b1733	chbG	CDS	224	0.85	2.83e-06	3.97e-07	0.17	5.07
b1855	lpxM	CDS	996	0.85	2.96e-10	2.26e-11	0.13	6.69
b2428	murQ	CDS	235	0.85	2.33e-01	1.47e-01	0.59	1.45
b2545	yphC	CDS	92	0.85	3.11e-02	1.35e-02	0.35	2.47
b2834	tas	CDS	1395	0.85	1.40e-04	2.83e-05	0.2	4.19
b3227	dcuD	CDS	15	0.85	3.54e-01	2.48e-01	0.73	1.16
b0297	eaeH	pseudo	3	0.84	7.37e-01	6.44e-01	1.83	0.46
b0382	iraP	CDS	281	0.84	1.65e-01	9.74e-02	0.5	1.66
b0507	gcl	CDS	54	0.84	6.06e-02	2.95e-02	0.39	2.18
b0836	bssR	CDS	940	0.84	4.20e-01	3.08e-01	0.83	1.02
b1064	grxB	CDS	1459	0.84	1.92e-01	1.16e-01	0.54	1.57
b1411	ynbD	CDS	100	0.84	2.84e-02	1.21e-02	0.33	2.51
b1723	pfkB	CDS	1283	0.84	2.24e-01	1.40e-01	0.57	1.48
b1745	astB	CDS	191	0.84	2.96e-01	1.99e-01	0.65	1.28
b3234	degQ	CDS	505	0.84	1.18e-11	7.52e-13	0.12	7.17
b3536	bcsE	CDS	1477	0.84	3.08e-04	6.87e-05	0.21	3.98
