Locus_tag	Gene_name	Gene_type	baseMean	log2FC	padj	pvalue	lfcSE	stat
b0958	sulA	CDS	1231	1.41	3.11e-07	5.14e-08	0.26	5.45
b1082	flgK	CDS	246	1.41	5.37e-03	2.28e-03	0.46	3.05
b3581	sgbH	CDS	17	1.41	2.23e-02	1.11e-02	0.56	2.54
b3877	yihP	CDS	20	1.41	5.11e-02	2.82e-02	0.64	2.19
b0293	ecpA	CDS	124	1.4	1.49e-03	5.47e-04	0.4	3.46
b0862	artQ	CDS	915	1.4	9.11e-05	2.55e-05	0.33	4.21
b2271	yfbL	CDS	4	1.4	3.01e-01	2.22e-01	1.14	1.22
b2390	ypeC	CDS	61	1.4	1.51e-03	5.55e-04	0.41	3.45
b3880	yihS	CDS	43	1.4	5.50e-05	1.46e-05	0.32	4.34
b4298	yjhH	CDS	40	1.4	3.04e-03	1.22e-03	0.43	3.23
b4498	gatR	pseudo	968	1.4	1.32e-02	6.20e-03	0.51	2.74
b0047	kefC	CDS	486	1.39	5.99e-07	1.05e-07	0.26	5.32
b0768	ybhD	CDS	15	1.39	6.74e-02	3.87e-02	0.67	2.07
b1337	abgB	CDS	25	1.39	1.99e-02	9.79e-03	0.54	2.58
b1498	ydeN	CDS	77	1.39	5.17e-04	1.70e-04	0.37	3.76
b1958	yedI	CDS	422	1.39	2.29e-08	3.05e-09	0.24	5.93
b2584	patZ	CDS	1020	1.39	5.26e-29	6.49e-31	0.12	11.56
b3128	garD	CDS	133	1.39	9.16e-05	2.56e-05	0.33	4.21
b0508	hyi	CDS	10	1.38	8.22e-02	4.85e-02	0.7	1.97
b1497	ydeM	CDS	22	1.38	1.72e-02	8.37e-03	0.52	2.64
b1543	ydfJ	CDS	22	1.38	4.20e-02	2.26e-02	0.61	2.28
b2105	rcnR	CDS	80	1.38	3.05e-04	9.46e-05	0.35	3.9
b2850	ygeF	pseudo	2	1.38	5.20e-01	4.28e-01	1.75	0.79
b3537	bcsF	CDS	110	1.38	3.33e-04	1.05e-04	0.36	3.88
b4301	sgcE	CDS	47	1.38	1.81e-03	6.87e-04	0.41	3.39
b0380	yaiZ	CDS	119	1.37	3.14e-04	9.82e-05	0.35	3.9
b0879	macB	CDS	556	1.37	1.80e-07	2.83e-08	0.25	5.55
b0941	elfG	CDS	96	1.37	3.91e-07	6.59e-08	0.25	5.4
b1715	pheM	CDS	320	1.37	2.87e-02	1.48e-02	0.56	2.44
b1754	ynjB	CDS	188	1.37	1.84e-06	3.61e-07	0.27	5.09
b2073	yegL	CDS	22	1.37	4.50e-02	2.45e-02	0.61	2.25
b2273	yfbN	CDS	11	1.37	1.72e-01	1.13e-01	0.87	1.59
b4056	yjbQ	CDS	424	1.37	3.20e-04	1.00e-04	0.35	3.89
b4304	sgcC	CDS	49	1.37	8.57e-04	2.95e-04	0.38	3.62
b0933	ssuB	CDS	66	1.36	8.53e-03	3.80e-03	0.47	2.89
b1358	ydaT	CDS	18	1.36	4.09e-02	2.19e-02	0.59	2.29
b1991	cobT	CDS	354	1.36	3.27e-04	1.03e-04	0.35	3.88
b2248	yfaX	CDS	9	1.36	2.41e-01	1.69e-01	0.99	1.38
b4518	ymdF	CDS	86	1.36	1.46e-01	9.34e-02	0.81	1.68
b1022	pgaC	CDS	69	1.35	2.50e-03	9.83e-04	0.41	3.3
b1147	ymfL	CDS	216	1.35	1.49e-02	7.11e-03	0.5	2.69
b2059	wcaA	CDS	6	1.35	2.32e-01	1.62e-01	0.96	1.4
b2627	abpB	CDS	800	1.35	6.30e-06	1.36e-06	0.28	4.83
b3269	yhdX	CDS	44	1.35	1.02e-02	4.67e-03	0.48	2.83
b3449	ugpQ	CDS	360	1.35	7.04e-19	2.10e-20	0.15	9.26
b0926	ycbK	CDS	2210	1.34	4.55e-05	1.18e-05	0.31	4.38
b0974	hyaC	CDS	280	1.34	2.08e-01	1.41e-01	0.91	1.47
b4317	fimD	CDS	819	1.34	4.49e-04	1.45e-04	0.35	3.8
b0043	fixC	CDS	12	1.33	8.17e-02	4.82e-02	0.68	1.98
b1400	paaY	CDS	281	1.33	3.95e-10	3.84e-11	0.2	6.61
b1414	ydcF	CDS	412	1.33	4.65e-09	5.55e-10	0.21	6.2
b3160	yhbW	CDS	329	1.33	2.45e-12	1.77e-13	0.18	7.37
b4110	yjcZ	CDS	70	1.33	1.51e-03	5.55e-04	0.39	3.45
b1411	ynbD	CDS	100	1.32	3.90e-04	1.25e-04	0.34	3.84
b1511	lsrK	CDS	150	1.32	7.19e-05	1.96e-05	0.31	4.27
b1752	ydjZ	CDS	50	1.32	1.47e-03	5.41e-04	0.38	3.46
b1755	ynjC	CDS	150	1.32	2.47e-05	6.13e-06	0.29	4.52
b2142	yohK	CDS	390	1.32	5.03e-02	2.77e-02	0.6	2.2
b2877	mocA	CDS	63	1.32	3.15e-03	1.27e-03	0.41	3.22
b1136	icd	CDS	33802	1.31	4.73e-04	1.54e-04	0.35	3.78
b1285	pdeR	CDS	603	1.31	5.34e-18	1.80e-19	0.15	9.02
b1380	ldhA	CDS	465	1.31	3.31e-02	1.73e-02	0.55	2.38
b1395	paaH	CDS	39	1.31	1.06e-02	4.83e-03	0.46	2.82
b3152	yraR	CDS	133	1.31	1.19e-04	3.40e-05	0.32	4.15
b1598	ydgD	CDS	783	1.3	1.47e-01	9.39e-02	0.77	1.68
b1760	ynjH	CDS	34	1.3	4.95e-04	1.63e-04	0.34	3.77
b2756	casE	CDS	68	1.3	3.31e-05	8.42e-06	0.29	4.45
b3101	yqjF	CDS	83	1.3	2.29e-02	1.15e-02	0.51	2.53
b4030	psiE	CDS	76	1.3	9.11e-02	5.44e-02	0.68	1.92
b0138	yadM	CDS	15	1.29	6.31e-02	3.61e-02	0.61	2.1
b1325	ycjG	CDS	546	1.29	4.89e-04	1.60e-04	0.34	3.77
b1350	recE	CDS	55	1.29	4.32e-02	2.33e-02	0.57	2.27
b1624	ydgJ	CDS	1004	1.29	4.56e-07	7.81e-08	0.24	5.37
b2226	yfaQ	CDS	39	1.29	3.56e-02	1.88e-02	0.55	2.35
b2889	idi	CDS	144	1.29	5.31e-06	1.13e-06	0.27	4.87
b3770	ilvE	CDS	675	1.29	1.94e-09	2.18e-10	0.2	6.35
b4098	phnJ	CDS	5	1.29	3.82e-01	2.95e-01	1.23	1.05
b4724	ynfQ	CDS	267	1.29	5.13e-01	4.21e-01	1.6	0.81
b0755	gpmA	CDS	11421	1.28	5.14e-04	1.69e-04	0.34	3.76
b1374	pinR	CDS	91	1.28	2.67e-01	1.91e-01	0.98	1.31
b1529	marC	CDS	372	1.28	8.59e-05	2.39e-05	0.3	4.23
b1689	ydiL	CDS	5	1.28	1.71e-01	1.12e-01	0.81	1.59
b1794	dgcP	CDS	1127	1.28	4.55e-04	1.48e-04	0.34	3.8
b2267	elaA	CDS	331	1.28	1.98e-10	1.87e-11	0.19	6.72
b4167	nnr	CDS	653	1.28	3.08e-12	2.29e-13	0.17	7.33
b4314	fimA	CDS	10478	1.28	2.06e-05	5.01e-06	0.28	4.56
b0320	yahF	CDS	23	1.27	3.32e-02	1.74e-02	0.53	2.38
b0674	asnB	CDS	4609	1.27	9.60e-03	4.36e-03	0.44	2.85
b0867	amiD	CDS	731	1.27	7.99e-17	3.08e-18	0.15	8.71
b0945	pyrD	CDS	6566	1.27	8.61e-02	5.11e-02	0.65	1.95
b1692	ydiB	CDS	18	1.27	4.01e-02	2.15e-02	0.55	2.3
b2060	wzc	CDS	15	1.27	3.68e-02	1.95e-02	0.55	2.34
b3570	bax	CDS	2233	1.27	5.92e-19	1.74e-20	0.14	9.28
b0226	dinJ	CDS	518	1.26	2.11e-03	8.19e-04	0.38	3.35
b0303	rclB	CDS	9	1.26	1.68e-01	1.09e-01	0.78	1.6
b0710	ybgI	CDS	1101	1.26	1.56e-15	7.20e-17	0.15	8.34
b1180	ycgM	CDS	790	1.26	3.56e-08	4.92e-09	0.21	5.85
b1250	kch	CDS	514	1.26	3.87e-03	1.60e-03	0.4	3.16
b1542	ydfI	CDS	46	1.26	7.06e-04	2.39e-04	0.34	3.67
b1803	yeaX	CDS	33	1.26	3.66e-02	1.94e-02	0.54	2.34
b2463	maeB	CDS	2009	1.26	3.25e-05	8.25e-06	0.28	4.46
b0456	ybaA	CDS	39	1.25	3.11e-01	2.30e-01	1.05	1.2
b0864	artP	CDS	844	1.25	8.41e-04	2.89e-04	0.35	3.62
b1373	tfaR	CDS	19	1.25	1.77e-02	8.59e-03	0.47	2.63
b1562	hokD	CDS	465	1.25	8.44e-05	2.34e-05	0.3	4.23
b2161	nupX	CDS	17	1.25	8.82e-02	5.25e-02	0.64	1.94
b2572	rseA	CDS	4164	1.25	3.42e-02	1.80e-02	0.53	2.37
b0480	ushA	CDS	1238	1.24	1.22e-10	1.13e-11	0.18	6.79
b0802	ybiJ	CDS	204	1.24	4.76e-02	2.61e-02	0.56	2.22
b1083	flgL	CDS	239	1.24	4.38e-04	1.42e-04	0.33	3.81
b1232	purU	CDS	2633	1.24	1.04e-04	2.94e-05	0.3	4.18
b1368	ynaA	CDS	45	1.24	1.68e-02	8.13e-03	0.47	2.65
b2015	yeeY	CDS	339	1.24	2.96e-03	1.19e-03	0.38	3.24
b2776	ygcE	CDS	40	1.24	1.77e-02	8.62e-03	0.47	2.63
b0792	ybhR	CDS	197	1.23	8.38e-04	2.88e-04	0.34	3.63
b0861	artM	CDS	1153	1.23	1.40e-05	3.27e-06	0.26	4.65
b0925	ldtD	CDS	1477	1.23	1.01e-06	1.86e-07	0.24	5.21
b1563	relE	CDS	575	1.23	5.98e-06	1.28e-06	0.25	4.84
b1753	ynjA	CDS	107	1.23	9.34e-06	2.11e-06	0.26	4.74
b3125	garR	CDS	101	1.23	1.01e-06	1.87e-07	0.24	5.21
b3713	yieF	CDS	773	1.23	4.41e-04	1.43e-04	0.32	3.8
b4267	idnD	CDS	31	1.23	5.73e-02	3.22e-02	0.58	2.14
b4332	yjiJ	CDS	64	1.23	4.85e-03	2.04e-03	0.4	3.08
b4392	slt	CDS	1001	1.23	1.71e-17	6.04e-19	0.14	8.89
b4522	ymiA	CDS	85	1.23	1.93e-03	7.39e-04	0.36	3.37
b2335	yfcR	CDS	9	1.22	1.73e-01	1.14e-01	0.77	1.58
b3771	ilvD	CDS	672	1.22	2.61e-07	4.27e-08	0.22	5.48
b3772	ilvA	CDS	523	1.22	8.10e-05	2.23e-05	0.29	4.24
b1743	spy	CDS	127	1.21	4.18e-06	8.69e-07	0.25	4.92
b2049	cpsB	CDS	24	1.21	3.81e-02	2.03e-02	0.52	2.32
b2840	ygeA	CDS	309	1.21	3.63e-16	1.51e-17	0.14	8.53
b2965	speC	CDS	943	1.21	7.96e-07	1.44e-07	0.23	5.26
b0506	allR	CDS	1799	1.2	9.76e-06	2.21e-06	0.25	4.73
b0869	ybjT	CDS	669	1.2	5.23e-06	1.11e-06	0.25	4.87
b1503	ydeR	CDS	5	1.2	2.67e-01	1.90e-01	0.92	1.31
b1642	slyA	CDS	1339	1.2	5.78e-10	5.84e-11	0.18	6.55
b3598	yibI	CDS	12	1.2	8.60e-02	5.10e-02	0.61	1.95
b4496	yedS	pseudo	79	1.2	3.62e-03	1.48e-03	0.38	3.18
b4749	ynfR	CDS	19	1.2	7.63e-01	6.92e-01	3.04	0.4
b0654	gltJ	CDS	566	1.19	9.94e-03	4.53e-03	0.42	2.84
b0931	pncB	CDS	7220	1.19	2.76e-03	1.10e-03	0.36	3.26
b1113	ldtC	CDS	338	1.19	2.00e-02	9.84e-03	0.46	2.58
b1708	nlpC	CDS	582	1.19	7.30e-07	1.31e-07	0.23	5.28
b2373	oxc	CDS	53	1.19	1.25e-02	5.87e-03	0.43	2.76
b2460	eutQ	CDS	7	1.19	1.37e-01	8.66e-02	0.7	1.71
b2545	yphC	CDS	92	1.19	1.86e-03	7.12e-04	0.35	3.39
b3236	mdh	CDS	8706	1.19	2.81e-13	1.82e-14	0.16	7.66
b1220	ychO	CDS	345	1.18	6.98e-03	3.04e-03	0.4	2.96
b2269	elaD	CDS	35	1.18	7.52e-02	4.38e-02	0.58	2.02
b4722	idlP	CDS	114	1.18	3.09e-01	2.29e-01	0.98	1.2
b0692	potE	CDS	89	1.17	1.66e-03	6.22e-04	0.34	3.42
b0779	uvrB	CDS	2062	1.17	9.34e-06	2.10e-06	0.25	4.74
b0786	ybhL	CDS	1944	1.17	9.71e-10	1.02e-10	0.18	6.46
b2386	fryC	CDS	10	1.17	2.03e-01	1.37e-01	0.79	1.49
b2849	yqeK	CDS	3	1.17	4.52e-01	3.61e-01	1.29	0.91
b3495	uspA	CDS	5200	1.17	9.79e-21	2.53e-22	0.12	9.72
b3680	yidL	CDS	25	1.17	2.62e-02	1.34e-02	0.47	2.47
b4450	arcZ	ncRNA	4	1.17	3.70e-01	2.84e-01	1.09	1.07
b1430	tehB	CDS	631	1.16	8.20e-04	2.81e-04	0.32	3.63
b3253	yhdH	CDS	833	1.16	2.67e-04	8.18e-05	0.29	3.94
b3291	mscL	CDS	1331	1.16	5.65e-13	3.78e-14	0.15	7.57
b4320	fimH	CDS	262	1.16	5.97e-03	2.56e-03	0.38	3.02
b0782	moaB	CDS	554	1.15	1.20e-03	4.30e-04	0.33	3.52
b1241	adhE	CDS	33206	1.15	9.63e-03	4.37e-03	0.4	2.85
b1396	paaI	CDS	17	1.15	3.20e-02	1.66e-02	0.48	2.39
b2446	yffO	CDS	20	1.15	1.09e-01	6.71e-02	0.63	1.83
b2544	yphB	CDS	80	1.15	7.86e-05	2.16e-05	0.27	4.25
b3060	ttdR	CDS	70	1.15	1.49e-01	9.50e-02	0.69	1.67
b4058	uvrA	CDS	2617	1.15	9.06e-05	2.53e-05	0.27	4.21
b4478	dgoD	CDS	61	1.15	3.78e-03	1.55e-03	0.36	3.16
b1296	puuP	CDS	130	1.14	2.30e-02	1.15e-02	0.45	2.53
b2868	xdhC	CDS	31	1.14	3.46e-03	1.41e-03	0.36	3.19
b2950	yggR	CDS	23	1.14	4.72e-02	2.58e-02	0.51	2.23
b2985	yghS	CDS	12	1.14	2.37e-01	1.65e-01	0.82	1.39
b0347	mhpA	CDS	19	1.13	3.14e-02	1.63e-02	0.47	2.4
b0394	mak	CDS	347	1.13	1.84e-07	2.92e-08	0.2	5.55
b0760	modF	CDS	785	1.13	2.47e-10	2.36e-11	0.17	6.68
b1734	chbF	CDS	62	1.13	1.26e-03	4.55e-04	0.32	3.51
b2136	yohD	CDS	313	1.13	4.70e-03	1.97e-03	0.37	3.09
b3664	adeQ	CDS	22	1.13	2.33e-02	1.17e-02	0.45	2.52
b4082	mdtN	CDS	4	1.13	5.06e-01	4.13e-01	1.37	0.82
b4514	ybfQ	CDS	10	1.13	3.99e-01	3.11e-01	1.11	1.01
b4586	ykfM	CDS	6	1.13	4.34e-01	3.43e-01	1.19	0.95
b4700	sokE	ncRNA	3	1.13	4.34e-01	3.43e-01	1.2	0.95
b0137	yadL	CDS	15	1.12	3.66e-02	1.94e-02	0.48	2.34
b0346	mhpR	CDS	140	1.12	2.62e-03	1.04e-03	0.34	3.28
b0348	mhpB	CDS	8	1.12	2.55e-01	1.80e-01	0.83	1.34
b0350	mhpD	CDS	15	1.12	1.31e-01	8.23e-02	0.64	1.74
b0454	atl	CDS	138	1.12	6.48e-05	1.74e-05	0.26	4.3
b0489	qmcA	CDS	374	1.12	1.43e-06	2.73e-07	0.22	5.14
b0866	ybjQ	CDS	469	1.12	4.06e-06	8.45e-07	0.23	4.92
b1158	pinE	CDS	7	1.12	2.87e-01	2.08e-01	0.89	1.26
b1399	paaX	CDS	356	1.12	7.00e-09	8.62e-10	0.18	6.13
b1412	azoR	CDS	386	1.12	1.04e-03	3.67e-04	0.31	3.56
b1424	opgD	CDS	1240	1.12	3.34e-07	5.57e-08	0.21	5.43
b1673	ydhV	CDS	48	1.12	1.52e-01	9.78e-02	0.68	1.66
b2540	hcaC	CDS	28	1.12	8.41e-02	4.98e-02	0.57	1.96
b4318	fimF	CDS	160	1.12	4.67e-03	1.95e-03	0.36	3.1
b4436	sibA	ncRNA	23	1.12	9.22e-03	4.14e-03	0.39	2.87
b0603	ybdO	CDS	24	1.11	2.29e-01	1.59e-01	0.79	1.41
b0613	citG	CDS	2	1.11	6.75e-01	5.94e-01	2.08	0.53
b0678	nagB	CDS	752	1.11	2.33e-16	9.34e-18	0.13	8.58
b1168	pdeG	CDS	26	1.11	7.17e-02	4.14e-02	0.55	2.04
b2233	yfaL	CDS	361	1.11	3.27e-04	1.03e-04	0.29	3.88
b4533	ynfO	CDS	4	1.11	6.57e-01	5.75e-01	1.98	0.56
b4668	ibsB	CDS	3	1.11	6.32e-01	5.46e-01	1.83	0.6
b0403	malZ	CDS	358	1.1	1.57e-05	3.71e-06	0.24	4.63
b2598	pheL	CDS	79	1.1	3.59e-02	1.90e-02	0.47	2.35
b2899	yqfA	CDS	585	1.1	6.95e-07	1.24e-07	0.21	5.29
b2981	yghO	CDS	23	1.1	1.94e-02	9.50e-03	0.43	2.59
b4717	micL	ncRNA	243	1.1	1.92e-01	1.28e-01	0.72	1.52
b0601	ybdM	CDS	50	1.09	1.79e-02	8.73e-03	0.42	2.62
b1521	uxaB	CDS	138	1.09	1.84e-05	4.42e-06	0.24	4.59
b4416	rybA	ncRNA	991	1.09	4.54e-02	2.47e-02	0.48	2.25
b4570	lomR	pseudo	36	1.09	3.42e-02	1.80e-02	0.46	2.37
b4705	mntS	CDS	442	1.09	2.43e-03	9.57e-04	0.33	3.3
b0258	ykfC	CDS	241	1.08	5.58e-03	2.38e-03	0.36	3.04
b1359	ydaU	CDS	32	1.08	1.01e-01	6.13e-02	0.58	1.87
b1502	ydeQ	CDS	11	1.08	1.84e-01	1.22e-01	0.7	1.55
b1925	fliS	CDS	30	1.08	2.04e-01	1.38e-01	0.73	1.48
b4667	ibsA	CDS	3	1.08	5.27e-01	4.35e-01	1.38	0.78
b0927	gloC	CDS	2822	1.07	2.72e-04	8.34e-05	0.27	3.93
b1105	lpoB	CDS	1310	1.07	2.05e-09	2.30e-10	0.17	6.34
b1992	cobS	CDS	156	1.07	2.49e-03	9.79e-04	0.33	3.3
b2437	eutR	CDS	114	1.07	6.03e-04	2.02e-04	0.29	3.72
b3520	yhjB	CDS	67	1.07	6.03e-03	2.59e-03	0.35	3.01
b0498	ybbC	CDS	54	1.06	2.25e-02	1.12e-02	0.42	2.54
b1336	abgT	CDS	37	1.06	5.85e-02	3.30e-02	0.5	2.13
b1394	paaG	CDS	14	1.06	1.15e-01	7.13e-02	0.59	1.8
b1741	cho	CDS	312	1.06	7.20e-03	3.16e-03	0.36	2.95
b2754	cas2	CDS	48	1.06	6.31e-03	2.72e-03	0.35	3
b0495	ybbA	CDS	227	1.05	1.46e-03	5.34e-04	0.3	3.46
b0518	fdrA	CDS	7	1.05	1.68e-01	1.09e-01	0.66	1.6
b1142	ymfH	CDS	60	1.05	2.10e-01	1.43e-01	0.72	1.46
b1564	relB	CDS	222	1.05	4.85e-03	2.04e-03	0.34	3.08
b2293	hxpA	CDS	1464	1.05	6.02e-06	1.29e-06	0.22	4.84
b0497	rhsD	CDS	237	1.04	2.43e-03	9.54e-04	0.31	3.3
b0752	zitB	CDS	219	1.04	8.16e-04	2.79e-04	0.29	3.63
b1342	zntB	CDS	531	1.04	4.74e-05	1.24e-05	0.24	4.37
b1647	ydhF	CDS	689	1.04	2.16e-08	2.85e-09	0.18	5.94
b2118	yehI	CDS	98	1.04	1.24e-02	5.80e-03	0.38	2.76
b2333	yfcP	CDS	9	1.04	2.49e-01	1.75e-01	0.76	1.36
b3823	rhtC	CDS	862	1.04	3.20e-03	1.29e-03	0.32	3.22
b4457	csrC	ncRNA	9626	1.04	1.72e-01	1.13e-01	0.65	1.58
b1349	recT	CDS	50	1.03	1.33e-02	6.29e-03	0.38	2.73
b3587	yiaW	CDS	3	1.03	5.02e-01	4.08e-01	1.25	0.83
b4144	yjeI	CDS	1667	1.03	9.52e-06	2.15e-06	0.22	4.74
b4442	micA	ncRNA	4	1.03	4.75e-01	3.83e-01	1.18	0.87
b0662	ubiF	CDS	858	1.02	6.51e-05	1.76e-05	0.24	4.29
b0787	ybhM	CDS	42	1.02	4.80e-02	2.64e-02	0.46	2.22
b0800	ybiB	CDS	800	1.02	8.01e-12	6.23e-13	0.14	7.2
b1055	yceA	CDS	1226	1.02	5.71e-06	1.22e-06	0.21	4.85
b1108	ycfP	CDS	2178	1.02	1.54e-03	5.70e-04	0.3	3.45
b2681	ygaY	pseudo	87	1.02	2.48e-01	1.74e-01	0.75	1.36
b4538	yoeF	CDS	27	1.02	2.21e-01	1.53e-01	0.71	1.43
b4661	yfcU	pseudo	131	1.02	2.38e-02	1.20e-02	0.41	2.51
b0146	sfsA	CDS	677	1.01	8.10e-06	1.80e-06	0.21	4.78
b0358	yaiO	CDS	33	1.01	1.08e-01	6.59e-02	0.55	1.84
b0507	gcl	CDS	54	1.01	2.01e-02	9.91e-03	0.39	2.58
b0698	kdpA	CDS	18	1.01	1.17e-01	7.22e-02	0.56	1.8
b1547	ydfN	CDS	17	1.01	1.43e-01	9.06e-02	0.6	1.69
b2220	atoC	CDS	111	1.01	1.17e-03	4.18e-04	0.29	3.53
b2633	yfjQ	CDS	29	1.01	1.05e-01	6.39e-02	0.54	1.85
b2887	ygfT	CDS	43	1.01	7.77e-03	3.43e-03	0.35	2.93
b3714	adeP	CDS	7025	1.01	2.79e-02	1.43e-02	0.41	2.45
b4497	yeeL	pseudo	18	1.01	1.72e-01	1.13e-01	0.64	1.59
b0046	kefF	CDS	103	1	4.46e-04	1.44e-04	0.26	3.8
b0271	yagH	CDS	73	1	2.92e-02	1.51e-02	0.41	2.43
b0932	pepN	CDS	3471	1	1.00e-06	1.85e-07	0.19	5.21
b4297	yjhG	CDS	139	1	2.97e-05	7.49e-06	0.22	4.48
b0512	allB	CDS	36	0.99	1.21e-01	7.51e-02	0.56	1.78
b0565	ompT	CDS	19682	0.99	1.14e-03	4.06e-04	0.28	3.54
b2454	eutJ	CDS	8	0.99	4.12e-01	3.23e-01	1	0.99
b2539	hcaF	CDS	40	0.99	5.26e-02	2.91e-02	0.45	2.18
b3324	gspC	CDS	16	0.99	1.79e-01	1.18e-01	0.63	1.56
b3670	ilvN	CDS	279	0.99	2.67e-01	1.91e-01	0.76	1.31
b0352	mhpE	CDS	29	0.98	2.08e-02	1.03e-02	0.38	2.57
b0574	cusB	CDS	41	0.98	1.50e-02	7.16e-03	0.36	2.69
b0858	ybjO	CDS	137	0.98	3.08e-03	1.24e-03	0.3	3.23
b1781	yeaE	CDS	403	0.98	7.36e-04	2.50e-04	0.27	3.66
b2048	cpsG	CDS	19	0.98	1.80e-01	1.19e-01	0.63	1.56
b2621	ssrA	ncRNA	511684	0.98	5.94e-03	2.54e-03	0.33	3.02
b2718	hycH	CDS	151	0.98	1.02e-01	6.20e-02	0.53	1.87
b2771	ygcS	CDS	22	0.98	4.37e-02	2.36e-02	0.43	2.26
b3039	ygiD	CDS	91	0.98	1.94e-03	7.43e-04	0.29	3.37
b3053	glnE	CDS	1256	0.98	1.05e-07	1.59e-08	0.17	5.65
b0944	ycbF	CDS	67	0.97	2.52e-02	1.28e-02	0.39	2.49
b2799	fucO	CDS	160	0.97	6.51e-03	2.82e-03	0.32	2.99
b3124	garK	CDS	118	0.97	2.55e-04	7.78e-05	0.25	3.95
b4054	tyrB	CDS	1314	0.97	1.93e-06	3.80e-07	0.19	5.08
b4316	fimC	CDS	592	0.97	4.83e-02	2.65e-02	0.44	2.22
b4492	ydbA	pseudo	1472	0.97	1.13e-09	1.20e-10	0.15	6.44
b0904	focA	CDS	5184	0.96	1.80e-01	1.19e-01	0.62	1.56
b1347	rcbA	CDS	7	0.96	3.21e-01	2.39e-01	0.81	1.18
b1778	msrB	CDS	1140	0.96	7.05e-05	1.92e-05	0.22	4.27
b2356	yfdM	CDS	1	0.96	8.47e-01	7.99e-01	3.77	0.25
b2760	casA	CDS	45	0.96	4.09e-02	2.20e-02	0.42	2.29
b3292	zntR	CDS	439	0.96	2.34e-04	7.10e-05	0.24	3.97
b4002	zraP	CDS	9	0.96	4.38e-01	3.46e-01	1.02	0.94
b0020	nhaR	CDS	749	0.95	1.47e-05	3.45e-06	0.2	4.64
b0044	fixX	CDS	2	0.95	7.47e-01	6.74e-01	2.27	0.42
b0253	ykfA	CDS	165	0.95	1.11e-02	5.10e-03	0.34	2.8
b0531	sfmC	CDS	1	0.95	7.97e-01	7.33e-01	2.8	0.34
b0547	ybcN	CDS	2	0.95	7.87e-01	7.22e-01	2.67	0.36
b0618	citC	CDS	1	0.95	7.98e-01	7.35e-01	2.82	0.34
b0649	djlC	CDS	94	0.95	4.91e-04	1.61e-04	0.25	3.77
b2057	wcaC	CDS	13	0.95	3.15e-01	2.33e-01	0.8	1.19
b2444	yffM	CDS	7	0.95	3.52e-01	2.67e-01	0.86	1.11
b2587	kgtP	CDS	11238	0.95	3.24e-02	1.69e-02	0.4	2.39
b3087	ygjR	CDS	522	0.95	3.73e-08	5.18e-09	0.16	5.84
b3568	xylH	CDS	49	0.95	1.79e-02	8.72e-03	0.36	2.62
b4726	yabR	CDS	0	0.95	9.18e-01	8.88e-01	6.77	0.14
b0696	kdpC	CDS	51	0.94	8.00e-02	4.70e-02	0.48	1.99
b1059	solA	CDS	990	0.94	1.63e-03	6.07e-04	0.27	3.43
b1209	lolB	CDS	1091	0.94	5.59e-04	1.85e-04	0.25	3.74
b2121	yehP	CDS	12	0.94	1.71e-01	1.12e-01	0.59	1.59
b2490	hyfJ	CDS	17	0.94	2.93e-01	2.14e-01	0.75	1.24
b2644	yfjY	CDS	1	0.94	7.88e-01	7.23e-01	2.64	0.35
b2722	hycD	CDS	168	0.94	2.48e-01	1.74e-01	0.69	1.36
b3203	hpf	CDS	1568	0.94	5.97e-05	1.58e-05	0.22	4.32
b4488	ilvG	pseudo	1860	0.94	4.68e-02	2.56e-02	0.42	2.23
b4638	ttcC	pseudo	10	0.94	2.93e-01	2.13e-01	0.75	1.24
b0392	ykiA	pseudo	74	0.93	5.36e-02	2.98e-02	0.43	2.17
b0714	nei	CDS	500	0.93	1.52e-03	5.61e-04	0.27	3.45
b0909	ycaL	CDS	72	0.93	2.34e-02	1.18e-02	0.37	2.52
b0929	ompF	CDS	47101	0.93	2.15e-01	1.48e-01	0.64	1.45
b4189	bsmA	CDS	253	0.93	4.31e-02	2.32e-02	0.41	2.27
b0211	mltD	CDS	7712	0.92	1.60e-03	5.93e-04	0.27	3.43
b1067	yceH	CDS	574	0.92	1.12e-03	3.95e-04	0.26	3.54
b1120	cobB	CDS	1177	0.92	1.38e-04	3.97e-05	0.23	4.11
b2628	abpA	CDS	772	0.92	9.96e-06	2.26e-06	0.19	4.73
b4550	arfA	CDS	173	0.92	4.72e-02	2.58e-02	0.41	2.23
b0291	ecpC	CDS	66	0.91	6.64e-03	2.88e-03	0.31	2.98
b1034	ycdX	CDS	1420	0.91	5.65e-04	1.88e-04	0.24	3.74
b2491	hyfR	CDS	51	0.91	6.07e-02	3.44e-02	0.43	2.11
b2494	bepA	CDS	870	0.91	2.75e-04	8.44e-05	0.23	3.93
b3279	yrdA	CDS	1008	0.91	3.30e-06	6.75e-07	0.18	4.97
b3410	feoC	CDS	1078	0.91	2.70e-01	1.93e-01	0.7	1.3
b3485	yhhJ	CDS	472	0.91	1.69e-03	6.35e-04	0.27	3.42
b3549	tag	CDS	375	0.91	1.25e-06	2.33e-07	0.18	5.17
b4334	yjiL	CDS	31	0.91	1.33e-01	8.36e-02	0.53	1.73
b4715	ytiA	CDS	14	0.91	2.20e-01	1.51e-01	0.63	1.44
b0912	ihfB	CDS	4002	0.9	1.66e-17	5.80e-19	0.1	8.9
