Locus_tag	Gene_name	Gene_type	baseMean	log2FC	padj	pvalue	lfcSE	stat
b3265	acrE	CDS	8	0.34	9.42e-01	7.92e-01	1.31	0.26
b3376	yhfS	CDS	67	0.34	6.57e-01	2.64e-01	0.3	1.12
b3431	glgX	CDS	1950	0.34	7.50e-01	3.95e-01	0.41	0.85
b3662	nepI	CDS	365	0.34	8.05e-01	4.81e-01	0.48	0.71
b3882	yihU	CDS	8	0.34	9.06e-01	7.05e-01	0.89	0.38
b0156	erpA	CDS	2260	0.33	7.18e-01	3.42e-01	0.35	0.95
b0243	proA	CDS	2530	0.33	2.98e-01	4.97e-02	0.17	1.96
b0283	paoD	CDS	54	0.33	8.51e-01	5.90e-01	0.6	0.54
b0710	ybgI	CDS	1101	0.33	2.15e-01	2.74e-02	0.15	2.21
b0833	pdeI	CDS	1264	0.33	7.38e-01	3.78e-01	0.37	0.88
b0929	ompF	CDS	47101	0.33	8.57e-01	6.09e-01	0.64	0.51
b1394	paaG	CDS	14	0.33	8.51e-01	5.90e-01	0.6	0.54
b1421	trg	CDS	117	0.33	8.06e-01	4.83e-01	0.46	0.7
b1456	rhsE	pseudo	45	0.33	6.96e-01	3.11e-01	0.32	1.01
b1928	yedD	CDS	1118	0.33	5.17e-01	1.45e-01	0.22	1.46
b2022	hisB	CDS	1141	0.33	7.06e-01	3.26e-01	0.33	0.98
b2176	pdeN	CDS	599	0.33	6.24e-01	2.33e-01	0.28	1.19
b2179	yejE	CDS	251	0.33	7.23e-01	3.53e-01	0.36	0.93
b2229	yfaT	CDS	12	0.33	8.97e-01	6.87e-01	0.82	0.4
b2234	nrdA	CDS	6482	0.33	8.18e-01	5.00e-01	0.49	0.68
b2293	hxpA	CDS	1464	0.33	4.83e-01	1.25e-01	0.22	1.54
b2495	yfgD	CDS	1352	0.33	3.60e-01	6.93e-02	0.18	1.82
b2633	yfjQ	CDS	29	0.33	8.39e-01	5.55e-01	0.56	0.59
b2759	casB	CDS	26	0.33	7.34e-01	3.64e-01	0.36	0.91
b2838	lysA	CDS	288	0.33	8.10e-01	4.88e-01	0.47	0.69
b2949	yqgF	CDS	799	0.33	5.19e-01	1.46e-01	0.23	1.45
b3059	plsY	CDS	455	0.33	6.13e-01	2.23e-01	0.27	1.22
b3334	gspM	CDS	24	0.33	7.44e-01	3.85e-01	0.38	0.87
b3440	yhhX	CDS	1352	0.33	5.36e-01	1.59e-01	0.23	1.41
b4158	yjeO	CDS	47	0.33	7.47e-01	3.89e-01	0.39	0.86
b4288	fecD	CDS	222	0.33	8.93e-01	6.79e-01	0.79	0.41
b4613	dinQ	CDS	347	0.33	7.93e-01	4.59e-01	0.45	0.74
b4634	aaaD	pseudo	7	0.33	 NA	7.30e-01	0.97	0.34
b0131	panD	CDS	2949	0.32	7.55e-01	4.06e-01	0.39	0.83
b0341	cynX	CDS	69	0.32	6.42e-01	2.50e-01	0.28	1.15
b1042	csgA	CDS	51	0.32	8.38e-01	5.50e-01	0.54	0.6
b1160	iraM	CDS	31	0.32	9.27e-01	7.48e-01	1	0.32
b1338	abgA	CDS	18	0.32	8.57e-01	6.07e-01	0.63	0.51
b1522	dgcF	CDS	273	0.32	6.60e-01	2.70e-01	0.29	1.1
b1559	ydfT	CDS	40	0.32	8.32e-01	5.32e-01	0.52	0.62
b1686	menI	CDS	539	0.32	8.34e-01	5.36e-01	0.52	0.62
b2353	tfaS	pseudo	70	0.32	7.60e-01	4.11e-01	0.39	0.82
b2578	eamB	CDS	54	0.32	7.31e-01	3.61e-01	0.35	0.91
b3043	ygiL	CDS	27	0.32	8.35e-01	5.43e-01	0.52	0.61
b3124	garK	CDS	118	0.32	6.09e-01	2.17e-01	0.26	1.23
b3204	ptsN	CDS	1771	0.32	3.82e-01	7.79e-02	0.18	1.76
b3428	glgP	CDS	4002	0.32	7.86e-01	4.47e-01	0.42	0.76
b3444	insA-6	CDS	34	0.32	8.22e-01	5.05e-01	0.49	0.67
b3543	dppB	CDS	303	0.32	8.38e-01	5.50e-01	0.54	0.6
b3607	cysE	CDS	1866	0.32	4.35e-01	1.02e-01	0.19	1.63
b3687	ibpA	CDS	317	0.32	7.36e-01	3.73e-01	0.36	0.89
b3932	hslV	CDS	987	0.32	6.88e-01	2.99e-01	0.31	1.04
b4144	yjeI	CDS	1667	0.32	5.04e-01	1.37e-01	0.22	1.49
b4157	yjeN	CDS	47	0.32	7.35e-01	3.71e-01	0.36	0.89
b4218	ytfL	CDS	861	0.32	3.60e-01	6.89e-02	0.18	1.82
b4334	yjiL	CDS	31	0.32	8.35e-01	5.44e-01	0.52	0.61
b0015	dnaJ	CDS	3164	0.31	7.22e-01	3.49e-01	0.33	0.94
b0155	clcA	CDS	774	0.31	3.46e-01	6.52e-02	0.17	1.84
b0455	ffs	ncRNA	14	0.31	9.43e-01	7.95e-01	1.18	0.26
b0476	aes	CDS	52	0.31	8.24e-01	5.09e-01	0.47	0.66
b0882	clpA	CDS	9588	0.31	6.09e-01	2.20e-01	0.25	1.23
b1248	yciU	CDS	703	0.31	5.69e-01	1.80e-01	0.23	1.34
b1373	tfaR	CDS	19	0.31	8.23e-01	5.07e-01	0.46	0.66
b1397	paaJ	CDS	116	0.31	7.22e-01	3.51e-01	0.33	0.93
b1681	sufD	CDS	918	0.31	9.02e-01	6.92e-01	0.78	0.4
b1760	ynjH	CDS	34	0.31	7.18e-01	3.40e-01	0.32	0.95
b1962	yedJ	CDS	620	0.31	7.62e-01	4.14e-01	0.38	0.82
b2647	ypjA	CDS	251	0.31	7.55e-01	4.04e-01	0.38	0.83
b3205	rapZ	CDS	2280	0.31	5.71e-01	1.81e-01	0.23	1.34
b3719	yieL	CDS	25	0.31	8.49e-01	5.86e-01	0.57	0.55
b3903	rhaA	CDS	16	0.31	8.54e-01	6.02e-01	0.59	0.52
b4363	yjjB	CDS	64	0.31	7.59e-01	4.09e-01	0.37	0.83
b4411	ecnB	CDS	608	0.31	6.81e-01	2.93e-01	0.29	1.05
b4587	insN	pseudo	446	0.31	3.64e-01	7.07e-02	0.17	1.81
b4725	rseD	CDS	112	0.31	7.35e-01	3.71e-01	0.34	0.9
b0084	ftsI	CDS	1591	0.3	3.90e-01	8.18e-02	0.17	1.74
b0183	rnhB	CDS	1020	0.3	6.00e-01	2.06e-01	0.24	1.27
b0242	proB	CDS	2150	0.3	3.62e-01	7.01e-02	0.16	1.81
b0270	yagG	CDS	46	0.3	8.54e-01	6.02e-01	0.57	0.52
b0396	araJ	CDS	279	0.3	6.13e-01	2.24e-01	0.24	1.22
b0470	dnaX	CDS	3075	0.3	4.09e-01	8.92e-02	0.18	1.7
b0649	djlC	CDS	94	0.3	6.38e-01	2.46e-01	0.26	1.16
b0983	gfcE	CDS	72	0.3	6.60e-01	2.71e-01	0.27	1.1
b1730	ydjO	CDS	11	0.3	8.72e-01	6.35e-01	0.62	0.47
b1740	nadE	CDS	1939	0.3	4.40e-01	1.04e-01	0.19	1.63
b1802	yeaW	CDS	14	0.3	8.86e-01	6.63e-01	0.69	0.44
b2128	yehW	CDS	187	0.3	8.91e-01	6.71e-01	0.72	0.42
b2129	yehX	CDS	176	0.3	8.93e-01	6.77e-01	0.73	0.42
b2244	rpnE	CDS	101	0.3	7.63e-01	4.16e-01	0.37	0.81
b2469	narQ	CDS	447	0.3	5.45e-01	1.64e-01	0.22	1.39
b2883	guaD	CDS	113	0.3	6.89e-01	3.00e-01	0.29	1.04
b3584	yiaT	CDS	41	0.3	8.24e-01	5.10e-01	0.45	0.66
b3889	yiiE	CDS	4	0.3	 NA	7.98e-01	1.16	0.26
b3947	ptsA	CDS	25	0.3	8.40e-01	5.58e-01	0.51	0.59
b4031	xylE	CDS	62	0.3	8.39e-01	5.53e-01	0.51	0.59
b4077	gltP	CDS	1484	0.3	7.23e-01	3.53e-01	0.33	0.93
b4256	yjgM	CDS	349	0.3	6.29e-01	2.38e-01	0.25	1.18
b4441	glmY	ncRNA	108	0.3	7.35e-01	3.71e-01	0.34	0.89
b4463	ygcU	CDS	24	0.3	8.29e-01	5.21e-01	0.47	0.64
b4492	ydbA	pseudo	1472	0.3	2.82e-01	4.43e-02	0.15	2.01
b4543	ypaA	pseudo	270	0.3	5.26e-01	1.50e-01	0.21	1.44
b0258	ykfC	CDS	241	0.29	7.55e-01	4.05e-01	0.35	0.83
b0265	insA-2	CDS	80	0.29	6.49e-01	2.58e-01	0.26	1.13
b0272	xynR	CDS	422	0.29	7.87e-01	4.49e-01	0.39	0.76
b0317	yahC	CDS	7	0.29	 NA	7.26e-01	0.83	0.35
b1275	cysB	CDS	1705	0.29	5.13e-01	1.43e-01	0.2	1.46
b1411	ynbD	CDS	100	0.29	7.45e-01	3.88e-01	0.34	0.86
b1657	ydhP	CDS	551	0.29	8.41e-01	5.60e-01	0.5	0.58
b1781	yeaE	CDS	403	0.29	6.71e-01	2.82e-01	0.27	1.08
b1900	araG	CDS	44	0.29	7.88e-01	4.52e-01	0.39	0.75
b2173	yeiR	CDS	385	0.29	5.26e-01	1.52e-01	0.2	1.43
b2180	yejF	CDS	559	0.29	6.91e-01	3.02e-01	0.28	1.03
b2230	yfaA	CDS	115	0.29	6.29e-01	2.37e-01	0.25	1.18
b2256	arnD	CDS	122	0.29	8.31e-01	5.25e-01	0.46	0.64
b2778	ygcG	CDS	12	0.29	8.93e-01	6.74e-01	0.69	0.42
b2918	argK	CDS	22	0.29	8.35e-01	5.44e-01	0.48	0.61
b2989	yghU	CDS	964	0.29	7.76e-01	4.31e-01	0.37	0.79
b3110	cyuP	CDS	188	0.29	8.78e-01	6.48e-01	0.64	0.46
b3252	csrD	CDS	956	0.29	8.07e-01	4.83e-01	0.42	0.7
b3433	asd	CDS	5907	0.29	7.53e-01	3.98e-01	0.34	0.85
b4081	mdtO	CDS	17	0.29	8.43e-01	5.68e-01	0.51	0.57
b4099	phnI	CDS	4	0.29	 NA	8.06e-01	1.17	0.25
b4234	yjgA	CDS	1889	0.29	7.63e-01	4.15e-01	0.35	0.81
b4260	pepA	CDS	5502	0.29	6.60e-01	2.69e-01	0.26	1.11
b4496	yedS	pseudo	79	0.29	8.02e-01	4.74e-01	0.4	0.72
b4588	ylcH	CDS	10	0.29	9.21e-01	7.36e-01	0.87	0.34
b0090	murG	CDS	1836	0.28	6.46e-01	2.53e-01	0.24	1.14
b0126	can	CDS	3321	0.28	5.33e-01	1.57e-01	0.2	1.41
b0234	yafP	CDS	57	0.28	7.86e-01	4.45e-01	0.37	0.76
b0446	cof	CDS	253	0.28	6.24e-01	2.34e-01	0.23	1.19
b0683	fur	CDS	3944	0.28	2.45e-01	3.49e-02	0.13	2.11
b0761	modE	CDS	493	0.28	3.92e-01	8.26e-02	0.16	1.74
b0885	aat	CDS	627	0.28	6.09e-01	2.17e-01	0.23	1.23
b1070	flgN	CDS	117	0.28	6.60e-01	2.72e-01	0.25	1.1
b1198	dhaM	CDS	2962	0.28	8.32e-01	5.31e-01	0.44	0.63
b1325	ycjG	CDS	546	0.28	7.63e-01	4.16e-01	0.34	0.81
b1448	mnaT	CDS	310	0.28	7.21e-01	3.46e-01	0.29	0.94
b1670	ydhU	CDS	38	0.28	8.41e-01	5.60e-01	0.47	0.58
b1990	ldtA	CDS	415	0.28	8.09e-01	4.86e-01	0.41	0.7
b2060	wzc	CDS	15	0.28	8.66e-01	6.24e-01	0.58	0.49
b2159	nfo	CDS	605	0.28	5.53e-01	1.68e-01	0.2	1.38
b2246	yfaV	CDS	22	0.28	8.46e-01	5.77e-01	0.51	0.56
b2272	yfbM	CDS	26	0.28	8.43e-01	5.64e-01	0.49	0.58
b2466	ypfG	CDS	153	0.28	8.68e-01	6.27e-01	0.58	0.49
b2798	ygdG	CDS	388	0.28	8.12e-01	4.90e-01	0.41	0.69
b2961	mutY	CDS	1098	0.28	5.95e-01	2.02e-01	0.22	1.28
b3017	ftsP	CDS	2157	0.28	2.36e-01	3.26e-02	0.13	2.14
b3020	ygiS	CDS	260	0.28	8.35e-01	5.40e-01	0.46	0.61
b3025	qseB	CDS	120	0.28	6.19e-01	2.29e-01	0.23	1.2
b3364	tsgA	CDS	1138	0.28	7.20e-01	3.43e-01	0.29	0.95
b3381	yhfX	CDS	16	0.28	9.42e-01	7.93e-01	1.08	0.26
b3538	bcsG	CDS	984	0.28	4.80e-01	1.23e-01	0.18	1.54
b3570	bax	CDS	2233	0.28	2.81e-01	4.37e-02	0.14	2.02
b3655	yicH	CDS	872	0.28	6.64e-01	2.78e-01	0.26	1.08
b3885	yihX	CDS	527	0.28	7.35e-01	3.68e-01	0.31	0.9
b4001	yjaH	CDS	1353	0.28	7.60e-01	4.11e-01	0.34	0.82
b4049	dusA	CDS	1552	0.28	7.18e-01	3.41e-01	0.29	0.95
b4101	phnG	CDS	1	0.28	 NA	8.83e-01	1.93	0.15
b0089	ftsW	CDS	1851	0.27	6.96e-01	3.16e-01	0.27	1
b0467	priC	CDS	251	0.27	6.42e-01	2.50e-01	0.23	1.15
b0754	aroG	CDS	4822	0.27	7.44e-01	3.86e-01	0.31	0.87
b0855	potG	CDS	231	0.27	8.72e-01	6.34e-01	0.58	0.48
b1037	csgG	CDS	203	0.27	7.45e-01	3.86e-01	0.31	0.87
b1163	bluF	CDS	728	0.27	9.27e-01	7.56e-01	0.87	0.31
b1217	chaB	CDS	98	0.27	8.34e-01	5.36e-01	0.43	0.62
b1280	lapB	CDS	1289	0.27	5.90e-01	1.97e-01	0.21	1.29
b1511	lsrK	CDS	150	0.27	7.61e-01	4.12e-01	0.32	0.82
b1741	cho	CDS	312	0.27	7.85e-01	4.43e-01	0.35	0.77
b1923	fliC	CDS	764	0.27	7.88e-01	4.51e-01	0.36	0.75
b2188	yejM	CDS	3639	0.27	2.53e-01	3.69e-02	0.13	2.09
b2289	lrhA	CDS	1267	0.27	8.09e-01	4.87e-01	0.39	0.7
b2373	oxc	CDS	53	0.27	8.31e-01	5.29e-01	0.42	0.63
b2509	xseA	CDS	2194	0.27	3.38e-01	6.23e-02	0.14	1.86
b3041	ribB	CDS	3466	0.27	8.33e-01	5.33e-01	0.44	0.62
b3219	yhcF	CDS	105	0.27	7.56e-01	4.07e-01	0.33	0.83
b3509	hdeB	CDS	8835	0.27	9.38e-01	7.87e-01	1.01	0.27
b3551	bisC	CDS	1179	0.27	3.09e-01	5.37e-02	0.14	1.93
b4061	pdeC	CDS	166	0.27	7.39e-01	3.78e-01	0.31	0.88
b4113	basR	CDS	220	0.27	6.60e-01	2.71e-01	0.24	1.1
b4146	epmB	CDS	1447	0.27	5.26e-01	1.50e-01	0.19	1.44
b4177	purA	CDS	20279	0.27	7.86e-01	4.46e-01	0.35	0.76
b4219	msrA	CDS	558	0.27	5.05e-01	1.37e-01	0.18	1.49
b4442	micA	ncRNA	4	0.27	 NA	8.10e-01	1.11	0.24
b4465	yggP	CDS	31	0.27	8.35e-01	5.45e-01	0.45	0.61
b0698	kdpA	CDS	18	0.26	8.93e-01	6.77e-01	0.62	0.42
b0706	ybfD	CDS	18	0.26	8.98e-01	6.88e-01	0.64	0.4
b0861	artM	CDS	1153	0.26	7.10e-01	3.30e-01	0.26	0.97
b0993	torS	CDS	308	0.26	7.17e-01	3.38e-01	0.27	0.96
b1234	rssA	CDS	1220	0.26	7.92e-01	4.57e-01	0.34	0.74
b1894	insA-5	CDS	61	0.26	8.43e-01	5.64e-01	0.45	0.58
b2232	ubiG	CDS	1309	0.26	2.88e-01	4.62e-02	0.13	1.99
b2547	yphE	CDS	31	0.26	8.51e-01	5.90e-01	0.48	0.54
b2556	glrK	CDS	462	0.26	5.36e-01	1.59e-01	0.19	1.41
b2592	clpB	CDS	3751	0.26	4.74e-01	1.20e-01	0.17	1.55
b2701	mltB	CDS	498	0.26	5.72e-01	1.83e-01	0.2	1.33
b2792	yqcC	CDS	157	0.26	6.44e-01	2.52e-01	0.23	1.15
b3322	gspB	CDS	50	0.26	8.29e-01	5.21e-01	0.4	0.64
b3369	yhfL	CDS	43	0.26	9.49e-01	8.08e-01	1.06	0.24
b3398	igaA	CDS	961	0.26	6.15e-01	2.26e-01	0.22	1.21
b3442	yhhZ	CDS	7	0.26	9.49e-01	8.16e-01	1.1	0.23
b3478	nikC	CDS	116	0.26	9.07e-01	7.08e-01	0.7	0.37
b3781	trxA	CDS	9006	0.26	6.91e-01	3.03e-01	0.25	1.03
b4087	alsA	CDS	26	0.26	9.04e-01	6.96e-01	0.66	0.39
b4100	phnH	CDS	2	0.26	 NA	9.02e-01	2.08	0.12
b4342	yjiT	CDS	875	0.26	6.75e-01	2.88e-01	0.24	1.06
b4556	ysdC	pseudo	14	0.26	8.97e-01	6.86e-01	0.64	0.4
b4709	insA9	CDS	61	0.26	8.43e-01	5.65e-01	0.45	0.58
b0439	lon	CDS	8409	0.25	7.15e-01	3.36e-01	0.26	0.96
b0870	ltaE	CDS	1043	0.25	6.54e-01	2.61e-01	0.23	1.12
b0926	ycbK	CDS	2210	0.25	7.66e-01	4.20e-01	0.31	0.81
b1406	pdxI	CDS	230	0.25	8.32e-01	5.29e-01	0.39	0.63
b2220	atoC	CDS	111	0.25	7.42e-01	3.81e-01	0.29	0.88
b2644	yfjY	CDS	1	0.25	 NA	9.25e-01	2.69	0.09
b2938	speA	CDS	8214	0.25	6.60e-01	2.69e-01	0.23	1.1
b3026	qseC	CDS	187	0.25	6.89e-01	3.00e-01	0.25	1.04
b3202	rpoN	CDS	4199	0.25	4.19e-01	9.39e-02	0.15	1.68
b3526	kdgK	CDS	664	0.25	8.87e-01	6.64e-01	0.57	0.43
b3724	phoU	CDS	958	0.25	7.49e-01	3.92e-01	0.29	0.86
b3883	yihV	CDS	43	0.25	7.68e-01	4.22e-01	0.31	0.8
b4173	hflX	CDS	4590	0.25	4.02e-01	8.60e-02	0.14	1.72
b4221	tamB	CDS	2217	0.25	3.14e-01	5.53e-02	0.13	1.92
b4335	yjiM	CDS	116	0.25	8.43e-01	5.71e-01	0.44	0.57
b4444	omrA	ncRNA	32	0.25	9.54e-01	8.28e-01	1.15	0.22
b4561	insM	pseudo	16	0.25	9.06e-01	7.06e-01	0.66	0.38
b4614	sokA	pseudo	5	0.25	 NA	8.84e-01	1.75	0.15
b0117	yacH	CDS	16	0.24	9.41e-01	7.91e-01	0.89	0.27
b0228	rayT	CDS	95	0.24	7.22e-01	3.50e-01	0.26	0.93
b0318	yahD	CDS	44	0.24	8.29e-01	5.17e-01	0.37	0.65
b0404	acpH	CDS	265	0.24	6.34e-01	2.43e-01	0.21	1.17
b0516	allC	CDS	69	0.24	7.63e-01	4.15e-01	0.29	0.82
b0578	nfsB	CDS	2207	0.24	7.35e-01	3.69e-01	0.27	0.9
b0886	cydC	CDS	1457	0.24	6.13e-01	2.22e-01	0.2	1.22
b0994	torT	CDS	128	0.24	8.41e-01	5.60e-01	0.4	0.58
b1218	chaC	CDS	512	0.24	8.89e-01	6.67e-01	0.56	0.43
b1542	ydfI	CDS	46	0.24	8.31e-01	5.28e-01	0.37	0.63
b1546	tfaQ	CDS	16	0.24	8.77e-01	6.45e-01	0.51	0.46
b1799	dmlR	CDS	247	0.24	6.15e-01	2.26e-01	0.2	1.21
b2249	yfaY	CDS	1125	0.24	4.46e-01	1.07e-01	0.15	1.61
b2308	hisQ	CDS	417	0.24	7.55e-01	4.06e-01	0.29	0.83
b2390	ypeC	CDS	61	0.24	8.33e-01	5.34e-01	0.39	0.62
b2491	hyfR	CDS	51	0.24	8.45e-01	5.74e-01	0.42	0.56
b2683	ygaH	CDS	544	0.24	3.39e-01	6.26e-02	0.13	1.86
b2700	pncC	CDS	406	0.24	5.92e-01	2.01e-01	0.19	1.28
b2836	aas	CDS	1007	0.24	7.21e-01	3.45e-01	0.26	0.94
b3142	yraH	CDS	41	0.24	8.59e-01	6.13e-01	0.47	0.51
b3243	aaeR	CDS	408	0.24	3.86e-01	8.00e-02	0.14	1.75
b3287	def	CDS	2767	0.24	4.61e-01	1.13e-01	0.15	1.58
b3500	gor	CDS	2446	0.24	6.43e-01	2.51e-01	0.21	1.15
b3564	xylB	CDS	153	0.24	7.35e-01	3.68e-01	0.27	0.9
b3700	recF	CDS	1161	0.24	6.15e-01	2.26e-01	0.2	1.21
b3782	rhoL	CDS	1584	0.24	5.22e-01	1.48e-01	0.17	1.45
b4075	nrfF	CDS	31	0.24	9.45e-01	8.00e-01	0.94	0.25
b4107	yjdN	CDS	104	0.24	9.27e-01	7.49e-01	0.74	0.32
b4220	tamA	CDS	1084	0.24	2.77e-01	4.23e-02	0.12	2.03
b4457	csrC	ncRNA	9626	0.24	9.12e-01	7.17e-01	0.65	0.36
b0182	lpxB	CDS	3169	0.23	4.77e-01	1.22e-01	0.15	1.55
b0327	yahM	CDS	23	0.23	9.18e-01	7.28e-01	0.67	0.35
b0376	ampH	CDS	576	0.23	6.92e-01	3.07e-01	0.23	1.02
b0460	hha	CDS	1119	0.23	8.39e-01	5.53e-01	0.39	0.59
b0692	potE	CDS	89	0.23	8.16e-01	4.94e-01	0.34	0.68
b0822	ybiV	CDS	476	0.23	6.60e-01	2.70e-01	0.2	1.1
b0986	gfcB	CDS	30	0.23	9.30e-01	7.60e-01	0.76	0.31
b1251	yciI	CDS	941	0.23	8.54e-01	5.95e-01	0.43	0.53
b1445	ortT	CDS	86	0.23	8.54e-01	5.97e-01	0.43	0.53
b1578	insD-7	pseudo	91	0.23	6.91e-01	3.02e-01	0.23	1.03
b1731	cedA	CDS	124	0.23	8.24e-01	5.09e-01	0.35	0.66
b1897	otsB	CDS	458	0.23	9.49e-01	8.16e-01	0.98	0.23
b1996	insD-3	CDS	209	0.23	5.30e-01	1.55e-01	0.16	1.42
b2359	yfdP	CDS	14	0.23	9.27e-01	7.47e-01	0.71	0.32
b2516	rodZ	CDS	3245	0.23	4.09e-01	8.83e-02	0.13	1.7
b3175	secG	CDS	14057	0.23	6.62e-01	2.75e-01	0.21	1.09
b3190	ibaG	CDS	680	0.23	7.18e-01	3.42e-01	0.24	0.95
b3198	kdsC	CDS	1308	0.23	1.80e-01	2.07e-02	0.1	2.31
b4092	phnP	CDS	115	0.23	8.43e-01	5.65e-01	0.39	0.58
b4112	basS	CDS	216	0.23	7.22e-01	3.48e-01	0.24	0.94
b4159	mscM	CDS	1536	0.23	6.75e-01	2.86e-01	0.22	1.07
b4553	ysaB	CDS	40	0.23	9.27e-01	7.47e-01	0.71	0.32
b4580	yaiT	pseudo	265	0.23	8.41e-01	5.59e-01	0.39	0.58
b0066	thiQ	CDS	359	0.22	6.75e-01	2.87e-01	0.21	1.06
b0277	yagK	CDS	53	0.22	7.85e-01	4.40e-01	0.28	0.77
b0417	thiL	CDS	1055	0.22	5.45e-01	1.64e-01	0.16	1.39
b0461	tomB	CDS	582	0.22	8.86e-01	6.61e-01	0.51	0.44
b0638	cobC	CDS	368	0.22	7.35e-01	3.71e-01	0.24	0.89
b0639	nadD	CDS	673	0.22	6.60e-01	2.72e-01	0.2	1.1
b1457	ydcD	CDS	26	0.22	9.04e-01	6.96e-01	0.56	0.39
b1963	yedR	CDS	189	0.22	9.13e-01	7.20e-01	0.63	0.36
b1992	cobS	CDS	156	0.22	8.24e-01	5.08e-01	0.32	0.66
b2153	folE	CDS	2702	0.22	7.44e-01	3.85e-01	0.26	0.87
b2207	napD	CDS	89	0.22	9.33e-01	7.74e-01	0.76	0.29
b2627	abpB	CDS	800	0.22	7.77e-01	4.33e-01	0.28	0.78
b2806	rlmM	CDS	1401	0.22	7.22e-01	3.49e-01	0.23	0.94
b3054	ygiF	CDS	514	0.22	6.73e-01	2.83e-01	0.21	1.07
b3430	glgC	CDS	2178	0.22	8.42e-01	5.64e-01	0.37	0.58
b3534	bcsQ	pseudo	289	0.22	6.79e-01	2.91e-01	0.21	1.06
b3647	ligB	CDS	89	0.22	8.29e-01	5.20e-01	0.34	0.64
b3715	yieH	CDS	326	0.22	7.09e-01	3.29e-01	0.22	0.98
b3937	yiiX	CDS	316	0.22	6.96e-01	3.16e-01	0.22	1
b4065	yjcE	CDS	798	0.22	5.95e-01	2.02e-01	0.17	1.27
b4098	phnJ	CDS	5	0.22	 NA	8.29e-01	1	0.22
b4178	nsrR	CDS	952	0.22	9.37e-01	7.85e-01	0.8	0.27
b4222	ytfP	CDS	1086	0.22	7.44e-01	3.82e-01	0.25	0.87
b4437	sibB	ncRNA	17	0.22	9.12e-01	7.19e-01	0.62	0.36
b0219	yafV	CDS	491	0.21	6.94e-01	3.08e-01	0.21	1.02
b0405	queA	CDS	1302	0.21	7.15e-01	3.36e-01	0.22	0.96
b0862	artQ	CDS	915	0.21	8.29e-01	5.18e-01	0.33	0.65
b1580	rspB	CDS	38	0.21	9.14e-01	7.22e-01	0.58	0.36
b1800	dmlA	CDS	76	0.21	8.66e-01	6.24e-01	0.43	0.49
b2055	wcaE	CDS	8	0.21	9.50e-01	8.19e-01	0.91	0.23
b2399	yfeD	CDS	354	0.21	8.38e-01	5.47e-01	0.34	0.6
b2831	mutH	CDS	209	0.21	8.10e-01	4.87e-01	0.31	0.69
b2964	nupG	CDS	647	0.21	9.40e-01	7.90e-01	0.79	0.27
b3149	diaA	CDS	857	0.21	3.86e-01	7.95e-02	0.12	1.75
b3195	mlaF	CDS	1842	0.21	7.85e-01	4.44e-01	0.28	0.77
b3392	hofP	CDS	9	0.21	9.44e-01	7.97e-01	0.82	0.26
b3482	rhsB	CDS	215	0.21	7.93e-01	4.59e-01	0.28	0.74
b3530	bcsC	CDS	590	0.21	7.36e-01	3.76e-01	0.24	0.89
b3542	dppC	CDS	291	0.21	9.04e-01	6.97e-01	0.53	0.39
b3742	mioC	CDS	1885	0.21	5.69e-01	1.80e-01	0.15	1.34
b3886	yihY	CDS	409	0.21	6.57e-01	2.65e-01	0.19	1.11
b4018	iclR	CDS	1826	0.21	7.63e-01	4.15e-01	0.26	0.81
b4082	mdtN	CDS	4	0.21	 NA	8.31e-01	0.99	0.21
b4089	alsR	CDS	485	0.21	8.16e-01	4.95e-01	0.3	0.68
b4273	insD-6	CDS	205	0.21	6.34e-01	2.43e-01	0.18	1.17
b4284	insI-3	CDS	268	0.21	5.95e-01	2.03e-01	0.16	1.27
b4472	yhdP	CDS	2087	0.21	5.67e-01	1.78e-01	0.16	1.35
b4755	yqhI	CDS	15	0.21	9.51e-01	8.22e-01	0.94	0.23
b0057	yabQ	CDS	258	0.2	7.79e-01	4.35e-01	0.26	0.78
b0233	yafO	CDS	72	0.2	8.02e-01	4.73e-01	0.28	0.72
b0608	ybdR	CDS	125	0.2	8.30e-01	5.23e-01	0.31	0.64
b0631	ybeD	CDS	818	0.2	8.57e-01	6.05e-01	0.39	0.52
b0760	modF	CDS	785	0.2	6.57e-01	2.65e-01	0.18	1.11
b1135	rluE	CDS	486	0.2	7.86e-01	4.47e-01	0.26	0.76
b1145	ymfK	CDS	524	0.2	8.54e-01	6.02e-01	0.38	0.52
b1312	ycjP	CDS	17	0.2	9.33e-01	7.73e-01	0.7	0.29
b1404	insI-2	CDS	126	0.2	6.92e-01	3.05e-01	0.19	1.03
b1840	yebZ	CDS	1221	0.2	8.43e-01	5.72e-01	0.36	0.57
b2372	yfdV	CDS	24	0.2	9.27e-01	7.57e-01	0.64	0.31
b2825	ppdB	CDS	52	0.2	8.57e-01	6.06e-01	0.39	0.52
b2834	tas	CDS	1395	0.2	6.96e-01	3.17e-01	0.2	1
b2910	zapA	CDS	1618	0.2	7.27e-01	3.56e-01	0.22	0.92
b3101	yqjF	CDS	83	0.2	8.97e-01	6.87e-01	0.49	0.4
b3154	yhbP	CDS	181	0.2	8.11e-01	4.89e-01	0.29	0.69
b3244	tldD	CDS	2715	0.2	5.97e-01	2.04e-01	0.15	1.27
b3290	trkA	CDS	1631	0.2	6.06e-01	2.12e-01	0.16	1.25
