Locus_tag	Gene_name	Gene_type	baseMean	log2FC	padj	pvalue	lfcSE	stat
b3533	bcsA	CDS	222	0.66	7.22e-02	1.57e-02	0.27	2.42
b4633	xisD	pseudo	31	0.66	2.76e-01	1.07e-01	0.41	1.61
b0021	insB-1	CDS	64	0.65	4.28e-01	2.06e-01	0.52	1.26
b0081	mraZ	CDS	1512	0.65	1.63e-02	2.25e-03	0.21	3.05
b0981	etk	CDS	362	0.65	1.55e-03	1.34e-04	0.17	3.82
b1252	tonB	CDS	2303	0.65	3.87e-01	1.77e-01	0.48	1.35
b1297	puuA	CDS	330	0.65	5.45e-01	3.09e-01	0.64	1.02
b1826	mgrB	CDS	275	0.65	2.55e-01	9.45e-02	0.39	1.67
b2091	gatD	CDS	5600	0.65	5.78e-01	3.43e-01	0.69	0.95
b2918	argK	CDS	22	0.65	3.73e-01	1.68e-01	0.47	1.38
b3083	higB	CDS	44	0.65	1.91e-01	6.12e-02	0.35	1.87
b4516	insA-4	CDS	48	0.65	1.85e-01	5.82e-02	0.34	1.89
b0062	araA	CDS	54	0.64	1.79e-01	5.56e-02	0.33	1.91
b0494	tesA	CDS	351	0.64	3.55e-02	6.16e-03	0.23	2.74
b0651	rihA	CDS	667	0.64	4.17e-01	1.98e-01	0.5	1.29
b0787	ybhM	CDS	42	0.64	3.78e-01	1.71e-01	0.47	1.37
b0947	ycbX	CDS	843	0.64	6.08e-03	6.88e-04	0.19	3.39
b1362	rzpR	pseudo	4	0.64	 NA	5.95e-01	1.19	0.53
b1391	paaD	CDS	8	0.64	6.27e-01	3.91e-01	0.75	0.86
b1645	ydhK	CDS	249	0.64	7.41e-02	1.63e-02	0.27	2.4
b1805	fadD	CDS	1002	0.64	2.63e-02	4.23e-03	0.22	2.86
b2806	rlmM	CDS	1401	0.64	3.28e-02	5.59e-03	0.23	2.77
b3206	npr	CDS	568	0.64	2.12e-01	7.19e-02	0.36	1.8
b3414	nfuA	CDS	3080	0.64	2.76e-01	1.07e-01	0.4	1.61
b3568	xylH	CDS	49	0.64	2.68e-01	1.02e-01	0.39	1.64
b0249	ykfF	CDS	3	0.63	 NA	6.21e-01	1.27	0.49
b0784	moaD	CDS	212	0.63	7.30e-02	1.60e-02	0.26	2.41
b1820	yobD	CDS	414	0.63	4.17e-01	1.98e-01	0.49	1.29
b2542	hcaD	CDS	76	0.63	1.88e-01	6.00e-02	0.34	1.88
b2641	yfjV	pseudo	166	0.63	1.01e-01	2.53e-02	0.28	2.24
b2803	fucK	CDS	101	0.63	2.91e-01	1.15e-01	0.4	1.58
b2835	lplT	CDS	494	0.63	2.07e-01	6.94e-02	0.35	1.82
b4653	yicT	pseudo	14	0.63	7.11e-01	4.87e-01	0.91	0.7
b0301	rclC	CDS	30	0.62	4.49e-01	2.21e-01	0.51	1.22
b0449	mdlB	CDS	459	0.62	1.26e-01	3.32e-02	0.29	2.13
b0460	hha	CDS	1119	0.62	2.81e-01	1.10e-01	0.39	1.6
b0555	rrrD	CDS	55	0.62	3.09e-01	1.26e-01	0.41	1.53
b0808	ybiO	CDS	203	0.62	5.11e-01	2.77e-01	0.57	1.09
b0926	ycbK	CDS	2210	0.62	1.51e-01	4.30e-02	0.31	2.02
b1542	ydfI	CDS	46	0.62	2.57e-01	9.62e-02	0.37	1.66
b2659	csiD	CDS	173	0.62	4.18e-01	1.98e-01	0.49	1.29
b2984	yghR	CDS	12	0.62	6.37e-01	4.02e-01	0.73	0.84
b3345	tusD	CDS	656	0.62	3.22e-02	5.44e-03	0.22	2.78
b3580	lyxK	CDS	28	0.62	3.97e-01	1.84e-01	0.47	1.33
b3765	yifB	CDS	53	0.62	3.57e-01	1.55e-01	0.44	1.42
b3963	fabR	CDS	1447	0.62	8.44e-02	1.96e-02	0.27	2.33
b4750	ynfS	CDS	304	0.62	7.29e-01	5.10e-01	0.95	0.66
b0090	murG	CDS	1836	0.61	5.92e-02	1.19e-02	0.24	2.51
b0112	aroP	CDS	866	0.61	3.12e-02	5.18e-03	0.22	2.8
b0358	yaiO	CDS	33	0.61	5.26e-01	2.92e-01	0.58	1.05
b0448	mdlA	CDS	527	0.61	3.87e-02	6.90e-03	0.22	2.7
b0783	moaC	CDS	435	0.61	9.48e-02	2.30e-02	0.27	2.27
b1201	dhaR	CDS	318	0.61	2.59e-02	4.15e-03	0.21	2.87
b1777	yeaC	CDS	981	0.61	3.24e-02	5.50e-03	0.22	2.78
b2047	wcaJ	CDS	11	0.61	6.19e-01	3.83e-01	0.69	0.87
b2145	yeiS	CDS	125	0.61	1.10e-01	2.81e-02	0.28	2.2
b2213	ada	CDS	319	0.61	6.22e-02	1.28e-02	0.25	2.49
b2459	eutT	CDS	8	0.61	7.87e-01	6.03e-01	1.17	0.52
b2855	ygeK	pseudo	7	0.61	7.68e-01	5.76e-01	1.09	0.56
b2985	yghS	CDS	12	0.61	6.88e-01	4.61e-01	0.83	0.74
b3327	gspF	CDS	21	0.61	4.52e-01	2.24e-01	0.5	1.22
b3625	waaY	CDS	578	0.61	2.17e-02	3.31e-03	0.21	2.94
b3772	ilvA	CDS	523	0.61	1.36e-01	3.65e-02	0.29	2.09
b3807	cyaY	CDS	681	0.61	3.14e-01	1.29e-01	0.4	1.52
b3887	dtd	CDS	656	0.61	1.25e-01	3.26e-02	0.28	2.14
b3903	rhaA	CDS	16	0.61	5.39e-01	3.04e-01	0.59	1.03
b3958	argC	CDS	286	0.61	3.87e-01	1.77e-01	0.45	1.35
b4083	yjcS	CDS	10	0.61	6.79e-01	4.49e-01	0.8	0.76
b4411	ecnB	CDS	608	0.61	1.37e-01	3.72e-02	0.29	2.08
b4605	ypaB	CDS	4	0.61	 NA	5.28e-01	0.97	0.63
b0353	mhpT	CDS	55	0.6	2.73e-01	1.05e-01	0.37	1.62
b0385	dgcC	CDS	41	0.6	3.46e-01	1.49e-01	0.42	1.44
b0387	yaiI	CDS	420	0.6	1.01e-01	2.53e-02	0.27	2.24
b0521	ybcF	CDS	25	0.6	4.17e-01	1.98e-01	0.47	1.29
b1478	adhP	CDS	1418	0.6	5.57e-01	3.22e-01	0.61	0.99
b1548	nohA	CDS	17	0.6	4.45e-01	2.18e-01	0.49	1.23
b1594	mlc	CDS	670	0.6	2.49e-01	9.09e-02	0.36	1.69
b2787	gudD	CDS	92	0.6	4.74e-02	9.01e-03	0.23	2.61
b3031	yqiA	CDS	819	0.6	1.30e-07	2.51e-09	0.1	5.96
b3193	mlaD	CDS	1203	0.6	2.13e-02	3.22e-03	0.2	2.95
b3544	dppA	CDS	3846	0.6	3.16e-01	1.30e-01	0.4	1.51
b3943	yijE	CDS	348	0.6	1.62e-01	4.77e-02	0.3	1.98
b3947	ptsA	CDS	25	0.6	4.66e-01	2.36e-01	0.5	1.18
b4196	ulaD	CDS	65	0.6	2.78e-01	1.08e-01	0.37	1.61
b4210	ytfF	CDS	208	0.6	1.68e-01	5.08e-02	0.31	1.95
b4333	yjiK	CDS	38	0.6	2.66e-01	1.01e-01	0.36	1.64
b4743	ynaL	CDS	39	0.6	7.68e-01	5.74e-01	1.07	0.56
b0260	mmuP	CDS	107	0.59	4.71e-01	2.39e-01	0.5	1.18
b0604	dsbG	CDS	452	0.59	2.37e-02	3.68e-03	0.2	2.9
b1511	lsrK	CDS	150	0.59	2.07e-01	6.94e-02	0.32	1.82
b2185	rplY	CDS	17617	0.59	1.30e-01	3.45e-02	0.28	2.11
b2265	menF	CDS	1296	0.59	6.74e-02	1.44e-02	0.24	2.45
b2734	pphB	CDS	30	0.59	3.23e-01	1.35e-01	0.4	1.5
b2875	yqeB	CDS	105	0.59	1.53e-01	4.37e-02	0.29	2.02
b3344	tusC	CDS	449	0.59	3.06e-02	5.05e-03	0.21	2.8
b3904	rhaB	CDS	8	0.59	6.99e-01	4.73e-01	0.82	0.72
b3918	cdh	CDS	228	0.59	3.28e-01	1.38e-01	0.4	1.48
b4099	phnI	CDS	4	0.59	 NA	6.12e-01	1.16	0.51
b4305	sgcX	CDS	32	0.59	4.91e-01	2.59e-01	0.52	1.13
b4354	btsT	CDS	8139	0.59	7.56e-01	5.52e-01	1	0.59
b4660	yhiL	pseudo	17	0.59	6.68e-01	4.34e-01	0.76	0.78
b0892	rarA	CDS	1421	0.58	1.35e-01	3.62e-02	0.28	2.09
b1116	lolC	CDS	1654	0.58	4.35e-03	4.65e-04	0.17	3.5
b1832	msrC	CDS	2281	0.58	1.08e-02	1.36e-03	0.18	3.2
b2776	ygcE	CDS	40	0.58	4.07e-01	1.90e-01	0.44	1.31
b3175	secG	CDS	14057	0.58	2.87e-02	4.67e-03	0.21	2.83
b4249	bdcA	CDS	41	0.58	2.19e-01	7.49e-02	0.32	1.78
b4496	yedS	pseudo	79	0.58	3.36e-01	1.42e-01	0.4	1.47
b0400	phoR	CDS	221	0.57	5.35e-02	1.05e-02	0.22	2.56
b0456	ybaA	CDS	39	0.57	7.81e-01	5.95e-01	1.08	0.53
b0501	ybbD	pseudo	11	0.57	6.79e-01	4.49e-01	0.76	0.76
b0857	potI	CDS	147	0.57	4.11e-01	1.94e-01	0.44	1.3
b1807	tsaB	CDS	900	0.57	2.76e-03	2.72e-04	0.16	3.64
b1857	znuA	CDS	7560	0.57	8.64e-02	2.03e-02	0.25	2.32
b2709	norR	CDS	220	0.57	3.64e-01	1.61e-01	0.41	1.4
b3186	rplU	CDS	19930	0.57	1.80e-01	5.61e-02	0.3	1.91
b3442	yhhZ	CDS	7	0.57	7.88e-01	6.04e-01	1.09	0.52
b3467	yhhM	CDS	39	0.57	5.81e-01	3.46e-01	0.6	0.94
b3520	yhjB	CDS	67	0.57	3.03e-01	1.23e-01	0.37	1.54
b3584	yiaT	CDS	41	0.57	4.20e-01	2.00e-01	0.45	1.28
b3626	waaJ	CDS	838	0.57	6.78e-02	1.45e-02	0.23	2.45
b3666	uhpT	CDS	44	0.57	3.67e-01	1.63e-01	0.41	1.4
b4313	fimE	CDS	43	0.57	6.44e-01	4.08e-01	0.69	0.83
b0069	sgrR	CDS	342	0.56	1.31e-02	1.74e-03	0.18	3.13
b0316	yahB	CDS	156	0.56	3.44e-01	1.47e-01	0.39	1.45
b0620	dpiA	CDS	128	0.56	1.07e-01	2.72e-02	0.26	2.21
b0718	ybgQ	CDS	11	0.56	6.80e-01	4.51e-01	0.75	0.75
b0908	aroA	CDS	2483	0.56	3.88e-01	1.78e-01	0.41	1.35
b2354	yfdK	CDS	29	0.56	5.29e-01	2.94e-01	0.53	1.05
b3072	aer	CDS	201	0.56	1.45e-01	4.06e-02	0.27	2.05
b3154	yhbP	CDS	181	0.56	1.72e-01	5.24e-02	0.29	1.94
b3185	rpmA	CDS	31814	0.56	2.90e-01	1.14e-01	0.35	1.58
b3241	aaeA	CDS	57	0.56	1.45e-01	4.06e-02	0.27	2.05
b3252	csrD	CDS	956	0.56	3.87e-01	1.77e-01	0.42	1.35
b3255	accB	CDS	6200	0.56	1.60e-01	4.70e-02	0.28	1.99
b3258	panF	CDS	651	0.56	1.37e-01	3.72e-02	0.27	2.08
b3944	yijF	CDS	14	0.56	7.30e-01	5.12e-01	0.85	0.66
b4031	xylE	CDS	62	0.56	4.98e-01	2.65e-01	0.51	1.11
b0011	yaaW	CDS	27	0.55	4.82e-01	2.50e-01	0.48	1.15
b0155	clcA	CDS	774	0.55	8.83e-03	1.07e-03	0.17	3.27
b0224	yafK	CDS	2297	0.55	8.44e-02	1.96e-02	0.24	2.33
b0493	ybbO	CDS	553	0.55	4.36e-02	8.09e-03	0.21	2.65
b0898	ycaD	CDS	916	0.55	5.35e-01	3.00e-01	0.53	1.04
b2889	idi	CDS	144	0.55	1.60e-01	4.66e-02	0.28	1.99
b3048	yqiI	CDS	23	0.55	5.07e-01	2.73e-01	0.5	1.1
b3138	agaB	CDS	6	0.55	7.94e-01	6.14e-01	1.09	0.5
b3498	prlC	CDS	2450	0.55	5.29e-02	1.03e-02	0.21	2.57
b3742	mioC	CDS	1885	0.55	3.20e-03	3.23e-04	0.15	3.6
b4000	hupA	CDS	9960	0.55	3.38e-01	1.43e-01	0.38	1.46
b4193	ulaA	CDS	24	0.55	6.30e-01	3.95e-01	0.65	0.85
b4251	bdcR	CDS	211	0.55	1.05e-01	2.67e-02	0.25	2.22
b4461	yfjD	CDS	865	0.55	8.98e-03	1.10e-03	0.17	3.26
b0470	dnaX	CDS	3075	0.54	1.88e-02	2.74e-03	0.18	3
b0547	ybcN	CDS	2	0.54	 NA	7.81e-01	1.93	0.28
b1554	rrrQ	CDS	14	0.54	8.26e-01	6.69e-01	1.26	0.43
b2153	folE	CDS	2702	0.54	1.29e-01	3.42e-02	0.26	2.12
b2246	yfaV	CDS	22	0.54	5.20e-01	2.84e-01	0.51	1.07
b2710	norV	CDS	72	0.54	3.35e-01	1.41e-01	0.37	1.47
b3728	pstS	CDS	744	0.54	5.77e-01	3.42e-01	0.57	0.95
b4566	topAI	CDS	18	0.54	7.00e-01	4.75e-01	0.76	0.71
b0214	rnhA	CDS	458	0.53	1.97e-01	6.41e-02	0.28	1.85
b0307	ykgF	CDS	175	0.53	3.57e-01	1.56e-01	0.37	1.42
b1001	yccE	CDS	27	0.53	5.87e-01	3.51e-01	0.56	0.93
b1220	ychO	CDS	345	0.53	3.94e-01	1.82e-01	0.4	1.33
b1544	ydfK	CDS	392	0.53	8.11e-01	6.43e-01	1.15	0.46
b2205	napG	CDS	459	0.53	7.61e-01	5.61e-01	0.9	0.58
b2224	atoB	CDS	26	0.53	4.46e-01	2.20e-01	0.43	1.23
b2558	mltF	CDS	334	0.53	8.98e-02	2.16e-02	0.23	2.3
b2562	yfhL	CDS	166	0.53	4.73e-01	2.41e-01	0.45	1.17
b2960	trmI	CDS	1182	0.53	2.43e-01	8.75e-02	0.31	1.71
b2998	yghW	CDS	11	0.53	7.50e-01	5.40e-01	0.87	0.61
b3088	alx	CDS	410	0.53	6.26e-01	3.90e-01	0.62	0.86
b3484	yhhI	CDS	28	0.53	4.36e-01	2.12e-01	0.43	1.25
b3515	gadW	CDS	997	0.53	6.24e-01	3.88e-01	0.61	0.86
b4013	metA	CDS	258	0.53	4.07e-01	1.90e-01	0.41	1.31
b4336	yjiN	CDS	253	0.53	3.89e-01	1.78e-01	0.39	1.35
b4620	yjbT	CDS	9	0.53	7.37e-01	5.20e-01	0.83	0.64
b0009	mog	CDS	873	0.52	1.00e-01	2.51e-02	0.23	2.24
b0188	tilS	CDS	843	0.52	5.63e-04	3.80e-05	0.13	4.12
b0483	ybaQ	CDS	679	0.52	2.02e-01	6.70e-02	0.28	1.83
b1525	sad	CDS	335	0.52	1.21e-01	3.15e-02	0.24	2.15
b1552	cspI	CDS	289	0.52	8.77e-01	7.52e-01	1.64	0.32
b1581	rspA	CDS	36	0.52	6.68e-01	4.33e-01	0.66	0.78
b1897	otsB	CDS	458	0.52	7.85e-01	6.00e-01	0.98	0.52
b1968	hprS	CDS	298	0.52	1.56e-01	4.50e-02	0.26	2
b2081	yegQ	CDS	1808	0.52	1.36e-01	3.67e-02	0.25	2.09
b2211	yojI	CDS	1408	0.52	3.39e-01	1.44e-01	0.36	1.46
b2288	nuoA	CDS	4618	0.52	1.87e-03	1.70e-04	0.14	3.76
b2836	aas	CDS	1007	0.52	1.46e-01	4.13e-02	0.26	2.04
b3073	patA	CDS	1388	0.52	7.46e-01	5.34e-01	0.84	0.62
b3173	yhbX	CDS	82	0.52	1.83e-01	5.73e-02	0.27	1.9
b3232	zapE	CDS	756	0.52	2.37e-01	8.45e-02	0.3	1.73
b3256	accC	CDS	13907	0.52	2.70e-01	1.03e-01	0.32	1.63
b3283	yrdD	CDS	1353	0.52	1.44e-01	4.03e-02	0.26	2.05
b3346	yheO	CDS	1332	0.52	1.88e-02	2.74e-03	0.17	3
b3888	yiiD	CDS	878	0.52	1.39e-01	3.80e-02	0.25	2.07
b3930	menA	CDS	536	0.52	3.06e-01	1.24e-01	0.34	1.54
b4440	ryfA	ncRNA	231	0.52	4.91e-01	2.59e-01	0.46	1.13
b4755	yqhI	CDS	15	0.52	7.71e-01	5.79e-01	0.93	0.55
b0041	fixA	CDS	10	0.51	7.44e-01	5.32e-01	0.81	0.63
b0273	argF	CDS	529	0.51	4.75e-01	2.43e-01	0.44	1.17
b0281	intF	CDS	586	0.51	1.97e-01	6.43e-02	0.28	1.85
b0573	cusF	CDS	15	0.51	6.74e-01	4.41e-01	0.67	0.77
b0759	galE	CDS	1471	0.51	4.48e-01	2.21e-01	0.41	1.22
b1471	yddK	CDS	1	0.51	 NA	7.93e-01	1.95	0.26
b2276	nuoN	CDS	5172	0.51	9.10e-02	2.19e-02	0.22	2.29
b2598	pheL	CDS	79	0.51	5.21e-01	2.86e-01	0.48	1.07
b2644	yfjY	CDS	1	0.51	 NA	8.49e-01	2.69	0.19
b3139	agaC	CDS	8	0.51	7.72e-01	5.81e-01	0.93	0.55
b4061	pdeC	CDS	166	0.51	2.69e-01	1.03e-01	0.31	1.63
b4100	phnH	CDS	2	0.51	 NA	8.07e-01	2.08	0.24
b4101	phnG	CDS	1	0.51	 NA	7.94e-01	1.94	0.26
b4278	insG	CDS	270	0.51	1.38e-01	3.73e-02	0.24	2.08
b4388	serB	CDS	1298	0.51	1.17e-01	3.00e-02	0.23	2.17
b4510	rzoD	CDS	7	0.51	7.61e-01	5.60e-01	0.88	0.58
b4557	yidD	CDS	2937	0.51	5.71e-02	1.14e-02	0.2	2.53
b0043	fixC	CDS	12	0.5	6.19e-01	3.83e-01	0.57	0.87
b0228	rayT	CDS	95	0.5	1.80e-01	5.59e-02	0.26	1.91
b1181	ycgN	CDS	397	0.5	3.88e-03	4.08e-04	0.14	3.54
b1294	sapA	CDS	1002	0.5	6.30e-04	4.40e-05	0.12	4.09
b1338	abgA	CDS	18	0.5	6.64e-01	4.30e-01	0.63	0.79
b1365	ynaK	CDS	26	0.5	5.01e-01	2.67e-01	0.45	1.11
b1447	ydcZ	CDS	208	0.5	3.13e-01	1.29e-01	0.33	1.52
b1465	narV	CDS	46	0.5	6.89e-01	4.63e-01	0.68	0.73
b1748	astC	CDS	283	0.5	7.78e-01	5.90e-01	0.94	0.54
b1877	yecT	CDS	48	0.5	3.73e-01	1.68e-01	0.36	1.38
b2159	nfo	CDS	605	0.5	6.49e-02	1.35e-02	0.2	2.47
b2275	yfbP	CDS	64	0.5	3.66e-01	1.62e-01	0.36	1.4
b2585	pssA	CDS	3153	0.5	3.74e-04	2.32e-05	0.12	4.23
b2669	stpA	CDS	1544	0.5	7.86e-01	6.01e-01	0.95	0.52
b2879	ssnA	CDS	17	0.5	6.48e-01	4.12e-01	0.61	0.82
b3374	frlD	CDS	88	0.5	2.47e-01	9.01e-02	0.29	1.7
b3704	rnpA	CDS	8766	0.5	6.45e-02	1.34e-02	0.2	2.47
b4039	ubiC	CDS	549	0.5	2.15e-01	7.34e-02	0.28	1.79
b4462	ygaQ	pseudo	14	0.5	6.10e-01	3.74e-01	0.56	0.89
b0444	queC	CDS	622	0.49	6.58e-02	1.39e-02	0.2	2.46
b0579	ybdF	CDS	258	0.49	3.21e-01	1.33e-01	0.33	1.5
b0757	galK	CDS	1053	0.49	3.94e-01	1.82e-01	0.37	1.33
b0801	hcxB	CDS	984	0.49	6.51e-01	4.16e-01	0.6	0.81
b1126	potA	CDS	2500	0.49	4.45e-02	8.31e-03	0.19	2.64
b1398	paaK	CDS	130	0.49	2.08e-01	6.99e-02	0.27	1.81
b1479	maeA	CDS	4116	0.49	7.78e-02	1.74e-02	0.21	2.38
b1639	mliC	CDS	72	0.49	3.99e-01	1.85e-01	0.37	1.33
b1731	cedA	CDS	124	0.49	3.57e-01	1.56e-01	0.35	1.42
b3326	gspE	CDS	31	0.49	5.01e-01	2.67e-01	0.44	1.11
b3700	recF	CDS	1161	0.49	6.52e-02	1.36e-02	0.2	2.47
b3862	yihG	CDS	293	0.49	3.55e-01	1.54e-01	0.35	1.43
b4068	yjcH	CDS	94	0.49	5.73e-01	3.38e-01	0.51	0.96
b4160	psd	CDS	1963	0.49	2.55e-02	4.08e-03	0.17	2.87
b4161	rsgA	CDS	2458	0.49	7.07e-02	1.53e-02	0.2	2.43
b4479	dgoR	CDS	172	0.49	2.67e-01	1.01e-01	0.3	1.64
b0534	sfmF	CDS	10	0.48	7.63e-01	5.63e-01	0.82	0.58
b0610	rnk	CDS	808	0.48	4.80e-01	2.48e-01	0.42	1.16
b0922	mukF	CDS	1506	0.48	6.74e-02	1.44e-02	0.2	2.45
b1069	murJ	CDS	902	0.48	4.47e-03	4.80e-04	0.14	3.49
b1315	ycjS	CDS	37	0.48	4.50e-01	2.22e-01	0.39	1.22
b1626	ydgK	CDS	629	0.48	3.63e-02	6.36e-03	0.17	2.73
b1631	rsxG	CDS	543	0.48	7.41e-02	1.63e-02	0.2	2.4
b2482	hyfB	CDS	42	0.48	4.23e-01	2.03e-01	0.38	1.27
b2541	hcaB	CDS	65	0.48	4.67e-01	2.37e-01	0.41	1.18
b2583	yfiP	CDS	246	0.48	1.61e-01	4.73e-02	0.24	1.98
b2599	pheA	CDS	1006	0.48	2.49e-01	9.09e-02	0.28	1.69
b3323	gspA	CDS	31	0.48	4.82e-01	2.50e-01	0.42	1.15
b3390	aroK	CDS	5215	0.48	8.84e-02	2.10e-02	0.21	2.31
b3443	yrhA	pseudo	60	0.48	5.21e-01	2.85e-01	0.45	1.07
b3616	tdh	CDS	3641	0.48	3.73e-01	1.68e-01	0.35	1.38
b3771	ilvD	CDS	672	0.48	1.26e-01	3.30e-02	0.23	2.13
b3778	rep	CDS	1513	0.48	9.99e-03	1.25e-03	0.15	3.23
b3843	ubiD	CDS	3480	0.48	8.64e-02	2.04e-02	0.21	2.32
b4640	yoeG	pseudo	117	0.48	2.22e-01	7.65e-02	0.27	1.77
b0089	ftsW	CDS	1851	0.47	2.39e-01	8.52e-02	0.27	1.72
b0265	insA-2	CDS	80	0.47	2.03e-01	6.75e-02	0.26	1.83
b0518	fdrA	CDS	7	0.47	7.54e-01	5.47e-01	0.78	0.6
b0818	ybiR	CDS	624	0.47	3.20e-02	5.36e-03	0.17	2.78
b1630	rsxD	CDS	822	0.47	5.30e-02	1.04e-02	0.18	2.56
b2229	yfaT	CDS	12	0.47	7.64e-01	5.66e-01	0.82	0.57
b2737	ygbK	CDS	47	0.47	4.68e-01	2.37e-01	0.4	1.18
b2805	fucR	CDS	248	0.47	4.46e-01	2.19e-01	0.38	1.23
b3013	yqhG	CDS	40	0.47	4.10e-01	1.92e-01	0.36	1.3
b3180	yhbY	CDS	4588	0.47	3.68e-01	1.63e-01	0.34	1.39
b3535	yhjR	CDS	364	0.47	1.86e-01	5.89e-02	0.25	1.89
b3592	yibF	CDS	512	0.47	1.81e-01	5.63e-02	0.25	1.91
b3795	yifK	CDS	1292	0.47	6.19e-02	1.27e-02	0.19	2.49
b3849	trkH	CDS	1250	0.47	8.80e-02	2.08e-02	0.2	2.31
b3939	metB	CDS	651	0.47	3.90e-01	1.79e-01	0.35	1.34
b4027	yjbF	CDS	7	0.47	7.86e-01	6.01e-01	0.91	0.52
b4085	alsE	CDS	29	0.47	5.78e-01	3.44e-01	0.5	0.95
b4394	yjjX	CDS	404	0.47	2.21e-01	7.60e-02	0.27	1.77
b4579	yaiX	pseudo	81	0.47	2.76e-01	1.07e-01	0.29	1.61
b0116	lpd	CDS	20340	0.46	3.69e-01	1.64e-01	0.33	1.39
b0180	fabZ	CDS	4169	0.46	1.59e-01	4.61e-02	0.23	1.99
b0181	lpxA	CDS	6690	0.46	2.57e-01	9.62e-02	0.28	1.66
b0182	lpxB	CDS	3169	0.46	1.51e-02	2.06e-03	0.15	3.08
b0262	afuC	CDS	50	0.46	5.49e-01	3.13e-01	0.45	1.01
b0442	ybaV	CDS	99	0.46	3.26e-01	1.37e-01	0.31	1.49
b0852	rimK	CDS	740	0.46	1.55e-01	4.46e-02	0.23	2.01
b1329	mppA	CDS	870	0.46	3.41e-01	1.45e-01	0.31	1.46
b1360	ydaV	CDS	24	0.46	7.53e-01	5.45e-01	0.76	0.61
b1467	narY	CDS	71	0.46	7.54e-01	5.48e-01	0.76	0.6
b1770	ydjF	CDS	195	0.46	4.04e-01	1.88e-01	0.35	1.32
b2134	pbpG	CDS	837	0.46	2.07e-01	6.92e-02	0.25	1.82
b2248	yfaX	CDS	9	0.46	8.28e-01	6.72e-01	1.09	0.42
b2277	nuoM	CDS	4612	0.46	2.66e-01	1.01e-01	0.28	1.64
b2491	hyfR	CDS	51	0.46	5.06e-01	2.72e-01	0.42	1.1
b2671	ygaC	CDS	91	0.46	6.65e-01	4.31e-01	0.59	0.79
b2920	scpC	CDS	39	0.46	4.95e-01	2.63e-01	0.41	1.12
b3335	gspO	CDS	26	0.46	5.60e-01	3.25e-01	0.47	0.98
b3404	envZ	CDS	1123	0.46	2.01e-02	2.99e-03	0.15	2.97
b3455	livG	CDS	326	0.46	1.97e-01	6.38e-02	0.25	1.85
b3624	waaZ	CDS	551	0.46	2.32e-01	8.14e-02	0.26	1.74
b3959	argB	CDS	241	0.46	3.97e-01	1.84e-01	0.35	1.33
b4728	yadW	CDS	74	0.46	2.57e-01	9.60e-02	0.28	1.66
b0366	tauB	CDS	27	0.45	6.76e-01	4.43e-01	0.59	0.77
b0543	emrE	CDS	331	0.45	4.56e-01	2.27e-01	0.37	1.21
b0791	ybhQ	CDS	347	0.45	5.25e-01	2.89e-01	0.43	1.06
b1200	dhaK	CDS	2032	0.45	2.26e-01	7.82e-02	0.26	1.76
b1456	rhsE	pseudo	45	0.45	3.66e-01	1.62e-01	0.32	1.4
b1559	ydfT	CDS	40	0.45	6.21e-01	3.85e-01	0.52	0.87
b1798	leuE	CDS	451	0.45	6.96e-02	1.50e-02	0.18	2.43
b2046	wzxC	CDS	20	0.45	7.29e-01	5.11e-01	0.68	0.66
b2139	mdtQ	pseudo	20	0.45	6.59e-01	4.24e-01	0.57	0.8
b2188	yejM	CDS	3639	0.45	3.88e-03	4.07e-04	0.13	3.54
b2206	napA	CDS	1930	0.45	7.67e-01	5.70e-01	0.8	0.57
b2442	intZ	CDS	709	0.45	9.76e-02	2.41e-02	0.2	2.26
b2611	ypjD	CDS	593	0.45	3.38e-03	3.44e-04	0.13	3.58
b3458	livK	CDS	674	0.45	2.32e-01	8.16e-02	0.26	1.74
b3578	yiaN	CDS	6	0.45	8.04e-01	6.32e-01	0.95	0.48
b3651	trmH	CDS	1177	0.45	3.07e-02	5.08e-03	0.16	2.8
b3696	yidX	CDS	100	0.45	4.08e-01	1.91e-01	0.34	1.31
b4004	zraR	CDS	136	0.45	3.21e-01	1.33e-01	0.3	1.5
b4105	phnD	CDS	7	0.45	7.93e-01	6.13e-01	0.88	0.51
b4222	ytfP	CDS	1086	0.45	2.15e-01	7.31e-02	0.25	1.79
b0077	ilvI	CDS	1033	0.44	5.94e-01	3.58e-01	0.48	0.92
b0227	yafL	CDS	38	0.44	5.02e-01	2.68e-01	0.4	1.11
b0635	mrdA	CDS	2754	0.44	8.23e-02	1.88e-02	0.19	2.35
b0771	ybhJ	CDS	64	0.44	6.18e-01	3.82e-01	0.5	0.87
b1196	ycgY	CDS	16	0.44	7.43e-01	5.30e-01	0.71	0.63
b1679	sufE	CDS	282	0.44	7.68e-01	5.76e-01	0.79	0.56
b1936	intG	pseudo	15	0.44	6.60e-01	4.26e-01	0.55	0.8
b2187	yejL	CDS	645	0.44	2.53e-01	9.37e-02	0.26	1.68
b2340	sixA	CDS	1304	0.44	9.60e-02	2.34e-02	0.2	2.27
b2707	srlR	CDS	300	0.44	2.73e-01	1.05e-01	0.27	1.62
b2800	fucA	CDS	23	0.44	6.10e-01	3.74e-01	0.49	0.89
b2915	yqfE	pseudo	12	0.44	7.12e-01	4.89e-01	0.64	0.69
