Locus_tag	Gene_name	Gene_type	baseMean	log2FC	padj	pvalue	lfcSE	stat
b0115	aceF	CDS	29156	0.97	7.41e-02	2.95e-02	0.45	2.18
b0167	glnD	CDS	1437	0.97	1.82e-04	2.02e-05	0.23	4.26
b1152	jayE	pseudo	35	0.97	1.69e-01	8.55e-02	0.57	1.72
b1427	rimL	CDS	289	0.97	3.79e-03	7.77e-04	0.29	3.36
b2367	emrY	CDS	40	0.97	7.37e-02	2.93e-02	0.44	2.18
b4364	yjjP	CDS	108	0.97	3.03e-02	9.84e-03	0.37	2.58
b0499	ylbH	pseudo	42	0.96	9.85e-02	4.22e-02	0.47	2.03
b0792	ybhR	CDS	197	0.96	1.64e-02	4.66e-03	0.34	2.83
b1834	yebT	CDS	1343	0.96	7.91e-05	7.51e-06	0.21	4.48
b1021	pgaD	CDS	41	0.95	6.30e-02	2.42e-02	0.42	2.25
b1241	adhE	CDS	33206	0.95	5.16e-02	1.89e-02	0.4	2.35
b1982	amn	CDS	1420	0.95	1.09e-02	2.82e-03	0.32	2.99
b2242	glpB	CDS	135	0.95	1.64e-01	8.25e-02	0.55	1.74
b3487	yhiI	CDS	920	0.95	1.27e-02	3.39e-03	0.33	2.93
b4525	ymjC	CDS	15	0.95	3.58e-01	2.30e-01	0.8	1.2
b4570	lomR	pseudo	36	0.95	9.65e-02	4.11e-02	0.46	2.04
b0368	tauD	CDS	50	0.94	7.32e-02	2.90e-02	0.43	2.18
b1971	msrP	CDS	174	0.94	5.21e-03	1.15e-03	0.29	3.25
b2158	yeiH	CDS	451	0.94	1.17e-02	3.06e-03	0.32	2.96
b2627	abpB	CDS	800	0.94	3.64e-03	7.42e-04	0.28	3.37
b3523	yhjE	CDS	759	0.94	4.08e-03	8.52e-04	0.28	3.34
b3612	gpmM	CDS	11947	0.94	1.03e-01	4.47e-02	0.47	2.01
b4497	yeeL	pseudo	18	0.94	2.52e-01	1.43e-01	0.64	1.46
b0704	ybfC	CDS	28	0.93	2.51e-01	1.42e-01	0.63	1.47
b1019	efeB	CDS	1353	0.93	3.75e-01	2.45e-01	0.8	1.16
b1184	umuC	CDS	210	0.93	4.29e-02	1.50e-02	0.38	2.43
b1638	pdxH	CDS	1237	0.93	1.09e-01	4.85e-02	0.47	1.97
b2749	ygbE	CDS	474	0.93	1.97e-01	1.05e-01	0.57	1.62
b3392	hofP	CDS	9	0.93	4.49e-01	3.13e-01	0.92	1.01
b4537	yecJ	CDS	997	0.93	3.60e-02	1.22e-02	0.37	2.51
b0038	caiB	CDS	169	0.92	2.12e-04	2.45e-05	0.22	4.22
b2059	wcaA	CDS	6	0.92	5.01e-01	3.62e-01	1.01	0.91
b3163	nlpI	CDS	16667	0.92	7.57e-06	4.66e-07	0.18	5.04
b3956	ppc	CDS	8326	0.92	4.90e-02	1.77e-02	0.39	2.37
b0484	copA	CDS	1953	0.91	5.59e-03	1.26e-03	0.28	3.22
b1018	efeO	CDS	1949	0.91	3.37e-01	2.12e-01	0.73	1.25
b1330	ynaI	CDS	355	0.91	5.37e-03	1.20e-03	0.28	3.24
b2384	ypdE	CDS	10	0.91	3.38e-01	2.13e-01	0.73	1.25
b2474	tmcA	CDS	1542	0.91	2.80e-04	3.47e-05	0.22	4.14
b2629	yfjM	CDS	16	0.91	2.45e-01	1.39e-01	0.61	1.48
b3264	envR	CDS	4	0.91	6.47e-01	5.14e-01	1.4	0.65
b4539	yoeB	CDS	433	0.91	6.87e-04	1.01e-04	0.23	3.89
b0140	yadV	CDS	5	0.9	4.26e-01	2.92e-01	0.85	1.05
b0419	yajO	CDS	943	0.9	3.41e-03	6.85e-04	0.27	3.4
b1453	ansP	CDS	521	0.9	3.11e-01	1.90e-01	0.68	1.31
b1978	yeeJ	CDS	466	0.9	3.17e-04	4.04e-05	0.22	4.11
b2118	yehI	CDS	98	0.9	4.91e-02	1.77e-02	0.38	2.37
b2309	hisJ	CDS	1380	0.9	5.33e-08	1.47e-09	0.15	6.05
b3253	yhdH	CDS	833	0.9	9.60e-03	2.42e-03	0.3	3.03
b4334	yjiL	CDS	31	0.9	1.77e-01	9.06e-02	0.53	1.69
b0838	gstB	CDS	1042	0.89	4.15e-03	8.70e-04	0.27	3.33
b1034	ycdX	CDS	1420	0.89	1.57e-03	2.71e-04	0.24	3.64
b2181	yejG	CDS	1546	0.89	1.40e-01	6.65e-02	0.49	1.83
b2758	casC	CDS	80	0.89	1.78e-02	5.12e-03	0.32	2.8
b2921	ygfI	CDS	99	0.89	4.07e-02	1.41e-02	0.36	2.46
b3121	yhaC	CDS	12	0.89	3.80e-01	2.50e-01	0.77	1.15
b3715	yieH	CDS	326	0.89	6.90e-04	1.01e-04	0.23	3.89
b4057	yjbR	CDS	583	0.89	2.10e-02	6.30e-03	0.33	2.73
b4263	yjgR	CDS	473	0.89	1.71e-02	4.89e-03	0.31	2.81
b0612	citT	CDS	37	0.88	1.24e-01	5.66e-02	0.46	1.91
b0800	ybiB	CDS	800	0.88	3.12e-08	7.42e-10	0.14	6.16
b1202	ycgV	CDS	276	0.88	2.31e-02	7.06e-03	0.33	2.69
b1596	ynfM	CDS	346	0.88	3.12e-02	1.02e-02	0.34	2.57
b2179	yejE	CDS	251	0.88	4.46e-02	1.58e-02	0.37	2.41
b2207	napD	CDS	89	0.88	3.70e-01	2.40e-01	0.75	1.17
b3279	yrdA	CDS	1008	0.88	2.15e-05	1.62e-06	0.18	4.8
b3444	insA-6	CDS	34	0.88	1.30e-01	6.03e-02	0.47	1.88
b3919	tpiA	CDS	13088	0.88	1.03e-01	4.47e-02	0.44	2.01
b4092	phnP	CDS	115	0.88	7.85e-02	3.17e-02	0.41	2.15
b1252	tonB	CDS	2303	0.87	1.49e-01	7.18e-02	0.49	1.8
b1383	ydbL	CDS	201	0.87	8.70e-04	1.34e-04	0.23	3.82
b1385	feaB	CDS	236	0.87	3.48e-02	1.16e-02	0.34	2.52
b1663	mdtK	CDS	1039	0.87	1.18e-08	2.30e-10	0.14	6.34
b3478	nikC	CDS	116	0.87	3.35e-01	2.11e-01	0.7	1.25
b4454	rdlD	ncRNA	28	0.87	1.56e-01	7.64e-02	0.49	1.77
b0860	artJ	CDS	563	0.86	1.11e-01	4.93e-02	0.44	1.97
b1146	ymfT	CDS	27	0.86	4.17e-01	2.83e-01	0.81	1.07
b1386	tynA	CDS	43	0.86	1.69e-01	8.51e-02	0.5	1.72
b1894	insA-5	CDS	61	0.86	1.18e-01	5.33e-02	0.44	1.93
b1926	fliT	CDS	36	0.86	1.69e-01	8.51e-02	0.5	1.72
b4709	insA9	CDS	61	0.86	1.18e-01	5.39e-02	0.44	1.93
b1196	ycgY	CDS	16	0.85	3.80e-01	2.51e-01	0.74	1.15
b1913	uvrC	CDS	3897	0.85	4.81e-08	1.31e-09	0.14	6.07
b2255	arnA	CDS	325	0.85	8.42e-02	3.46e-02	0.4	2.11
b2838	lysA	CDS	288	0.85	1.60e-01	7.96e-02	0.49	1.75
b3877	yihP	CDS	20	0.85	3.20e-01	1.98e-01	0.66	1.29
b0495	ybbA	CDS	227	0.84	2.07e-02	6.17e-03	0.31	2.74
b0566	envY	CDS	17	0.84	3.48e-01	2.22e-01	0.69	1.22
b0916	ycaQ	CDS	389	0.84	3.83e-04	5.09e-05	0.21	4.05
b1755	ynjC	CDS	150	0.84	1.55e-02	4.32e-03	0.3	2.85
b1958	yedI	CDS	422	0.84	2.08e-03	3.81e-04	0.24	3.55
b1991	cobT	CDS	354	0.84	4.67e-02	1.67e-02	0.35	2.39
b2211	yojI	CDS	1408	0.84	5.11e-02	1.86e-02	0.36	2.35
b4002	zraP	CDS	9	0.84	5.55e-01	4.14e-01	1.03	0.82
b0515	allE	CDS	204	0.83	8.03e-03	1.95e-03	0.27	3.1
b0848	ybjM	CDS	296	0.83	1.42e-01	6.74e-02	0.45	1.83
b1436	yncJ	CDS	13	0.83	5.73e-01	4.35e-01	1.06	0.78
b1792	yeaO	CDS	254	0.83	5.16e-02	1.88e-02	0.35	2.35
b2182	bcr	CDS	1942	0.83	8.84e-04	1.37e-04	0.22	3.81
b2675	nrdE	CDS	1744	0.83	4.09e-01	2.76e-01	0.76	1.09
b2782	mazF	CDS	328	0.83	5.15e-03	1.14e-03	0.25	3.25
b4510	rzoD	CDS	7	0.83	4.30e-01	2.96e-01	0.8	1.05
b1217	chaB	CDS	98	0.82	1.47e-01	7.08e-02	0.46	1.81
b1430	tehB	CDS	631	0.82	3.20e-02	1.05e-02	0.32	2.56
b1938	fliF	CDS	375	0.82	1.02e-01	4.41e-02	0.41	2.01
b2979	glcD	CDS	132	0.82	3.00e-01	1.82e-01	0.61	1.34
b0908	aroA	CDS	2483	0.81	1.16e-01	5.21e-02	0.42	1.94
b1464	yddE	CDS	555	0.81	7.54e-04	1.13e-04	0.21	3.86
b2296	ackA	CDS	13633	0.81	2.94e-01	1.77e-01	0.6	1.35
b3008	metC	CDS	596	0.81	7.68e-02	3.10e-02	0.38	2.16
b4469	ygiQ	CDS	3286	0.81	2.97e-05	2.34e-06	0.17	4.72
b0021	insB-1	CDS	64	0.8	2.12e-01	1.15e-01	0.51	1.58
b0385	dgcC	CDS	41	0.8	1.41e-01	6.71e-02	0.44	1.83
b1038	csgF	CDS	55	0.8	3.22e-01	1.99e-01	0.63	1.29
b1299	puuR	CDS	291	0.8	3.80e-02	1.29e-02	0.32	2.49
b3215	yhcA	CDS	10	0.8	3.27e-01	2.03e-01	0.63	1.27
b3581	sgbH	CDS	17	0.8	2.84e-01	1.68e-01	0.58	1.38
b0020	nhaR	CDS	749	0.79	8.09e-04	1.23e-04	0.2	3.84
b0161	degP	CDS	2420	0.79	3.59e-02	1.21e-02	0.31	2.51
b0770	ybhI	CDS	16	0.79	4.23e-01	2.89e-01	0.74	1.06
b0909	ycaL	CDS	72	0.79	8.28e-02	3.39e-02	0.37	2.12
b1133	mnmA	CDS	4568	0.79	1.75e-04	1.90e-05	0.19	4.28
b1636	pdxY	CDS	1184	0.79	1.02e-01	4.40e-02	0.39	2.01
b1781	yeaE	CDS	403	0.79	1.25e-02	3.31e-03	0.27	2.94
b2210	mqo	CDS	1793	0.79	3.48e-01	2.22e-01	0.64	1.22
b3328	gspG	CDS	6	0.79	4.35e-01	3.00e-01	0.77	1.04
b4699	fnrS	ncRNA	75	0.79	9.89e-02	4.24e-02	0.39	2.03
b0049	apaH	CDS	906	0.78	5.95e-03	1.36e-03	0.24	3.2
b1742	ves	CDS	20	0.78	2.05e-01	1.10e-01	0.49	1.6
b1893	insB-5	CDS	60	0.78	2.25e-01	1.24e-01	0.5	1.54
b2821	ptrA	CDS	1322	0.78	7.94e-03	1.92e-03	0.25	3.1
b2912	fau	CDS	909	0.78	1.49e-01	7.16e-02	0.43	1.8
b3362	yhfG	CDS	160	0.78	5.14e-02	1.88e-02	0.33	2.35
b4109	crfC	CDS	201	0.78	1.17e-01	5.31e-02	0.4	1.93
b4538	yoeF	CDS	27	0.78	4.08e-01	2.76e-01	0.72	1.09
b4710	insB9	CDS	60	0.78	2.25e-01	1.24e-01	0.5	1.54
b0022	insA-1	CDS	114	0.77	1.26e-01	5.80e-02	0.4	1.9
b0403	malZ	CDS	358	0.77	5.78e-03	1.31e-03	0.24	3.21
b0925	ldtD	CDS	1477	0.77	4.81e-03	1.05e-03	0.24	3.28
b1213	ychQ	CDS	261	0.77	7.37e-02	2.94e-02	0.35	2.18
b1250	kch	CDS	514	0.77	1.18e-01	5.35e-02	0.4	1.93
b1267	yciO	CDS	896	0.77	4.01e-05	3.29e-06	0.16	4.65
b1694	ydiF	CDS	17	0.77	3.79e-01	2.49e-01	0.67	1.15
b1810	yoaC	CDS	283	0.77	2.92e-03	5.74e-04	0.22	3.44
b1833	yebS	CDS	434	0.77	2.10e-02	6.30e-03	0.28	2.73
b2224	atoB	CDS	26	0.77	1.65e-01	8.32e-02	0.44	1.73
b2358	yfdO	CDS	1	0.77	8.68e-01	7.89e-01	2.88	0.27
b2544	yphB	CDS	80	0.77	1.81e-02	5.24e-03	0.28	2.79
b2630	rnlA	CDS	2311	0.77	9.63e-06	6.03e-07	0.15	4.99
b3445	insB-6	CDS	33	0.77	2.61e-01	1.50e-01	0.53	1.44
b3525	pdeH	CDS	34	0.77	1.53e-01	7.47e-02	0.43	1.78
b4046	zur	CDS	724	0.77	6.53e-06	3.91e-07	0.15	5.07
b1695	ydiO	CDS	23	0.76	3.25e-01	2.02e-01	0.59	1.28
b2781	mazG	CDS	771	0.76	3.58e-05	2.89e-06	0.16	4.68
b2879	ssnA	CDS	17	0.76	3.30e-01	2.06e-01	0.6	1.27
b3368	cysG	CDS	1426	0.76	2.65e-01	1.53e-01	0.53	1.43
b3443	yrhA	pseudo	60	0.76	1.65e-01	8.32e-02	0.44	1.73
b1278	pgpB	CDS	517	0.75	6.73e-04	9.83e-05	0.19	3.89
b1650	nemA	CDS	655	0.75	9.61e-04	1.52e-04	0.2	3.79
b2068	alkA	CDS	143	0.75	5.99e-02	2.27e-02	0.33	2.28
b4433	sdsR	ncRNA	33	0.75	3.38e-01	2.13e-01	0.6	1.25
b0496	ybbP	CDS	455	0.74	2.08e-02	6.21e-03	0.27	2.74
b0546	ybcM	CDS	198	0.74	2.13e-02	6.42e-03	0.27	2.73
b0717	ybgP	CDS	11	0.74	3.20e-01	1.97e-01	0.58	1.29
b0933	ssuB	CDS	66	0.74	2.23e-01	1.22e-01	0.48	1.55
b1035	ycdY	CDS	1379	0.74	1.01e-03	1.62e-04	0.2	3.77
b1802	yeaW	CDS	14	0.74	4.43e-01	3.07e-01	0.72	1.02
b1872	torZ	CDS	94	0.74	7.39e-02	2.94e-02	0.34	2.18
b1874	cutC	CDS	713	0.74	2.15e-01	1.17e-01	0.47	1.57
b2044	wcaL	CDS	81	0.74	1.28e-01	5.96e-02	0.39	1.88
b2170	setB	CDS	105	0.74	2.41e-01	1.35e-01	0.49	1.49
b2267	elaA	CDS	331	0.74	8.15e-04	1.24e-04	0.19	3.84
b2333	yfcP	CDS	9	0.74	4.89e-01	3.50e-01	0.79	0.94
b2486	hyfF	CDS	43	0.74	1.86e-01	9.66e-02	0.45	1.66
b4575	yjgX	pseudo	420	0.74	1.00e-01	4.32e-02	0.37	2.02
b1060	bssS	CDS	1207	0.73	2.95e-01	1.78e-01	0.54	1.35
b2072	pphC	CDS	22	0.73	2.56e-01	1.47e-01	0.5	1.45
b2771	ygcS	CDS	22	0.73	1.90e-01	1.00e-01	0.45	1.64
b3806	cyaA	CDS	8960	0.73	1.09e-02	2.82e-03	0.24	2.99
b0389	yaiA	CDS	551	0.72	1.56e-01	7.65e-02	0.41	1.77
b1272	sohB	CDS	1846	0.72	6.90e-03	1.61e-03	0.23	3.15
b1368	ynaA	CDS	45	0.72	2.37e-01	1.32e-01	0.48	1.51
b1537	ydeJ	CDS	59	0.72	2.85e-01	1.70e-01	0.52	1.37
b2035	wbbH	CDS	2380	0.72	9.06e-04	1.42e-04	0.19	3.81
b3051	yqiK	CDS	46	0.72	2.68e-01	1.56e-01	0.5	1.42
b3800	aslB	CDS	82	0.72	4.17e-01	2.84e-01	0.67	1.07
b3827	bioP	CDS	695	0.72	1.04e-02	2.65e-03	0.24	3.01
b3943	yijE	CDS	348	0.72	4.77e-02	1.71e-02	0.3	2.38
b4309	nanS	CDS	48	0.72	1.93e-01	1.02e-01	0.44	1.63
b1120	cobB	CDS	1177	0.71	6.56e-03	1.53e-03	0.23	3.17
b1210	hemA	CDS	2634	0.71	3.11e-03	6.13e-04	0.21	3.43
b1411	ynbD	CDS	100	0.71	9.90e-02	4.25e-02	0.35	2.03
b1445	ortT	CDS	86	0.71	1.79e-01	9.24e-02	0.42	1.68
b2016	yeeZ	CDS	1658	0.71	2.82e-04	3.51e-05	0.17	4.14
b2353	tfaS	pseudo	70	0.71	1.54e-01	7.56e-02	0.4	1.78
b2825	ppdB	CDS	52	0.71	1.40e-01	6.66e-02	0.39	1.83
b2950	yggR	CDS	23	0.71	2.92e-01	1.75e-01	0.53	1.36
b3039	ygiD	CDS	91	0.71	4.77e-02	1.71e-02	0.3	2.38
b3055	ygiM	CDS	967	0.71	1.51e-01	7.31e-02	0.39	1.79
b3216	yhcD	CDS	118	0.71	7.95e-02	3.22e-02	0.33	2.14
b3483	yhhH	CDS	14	0.71	4.30e-01	2.96e-01	0.68	1.05
b3712	yieE	CDS	576	0.71	2.26e-01	1.24e-01	0.46	1.54
b4484	cpxP	CDS	1399	0.71	5.84e-01	4.45e-01	0.94	0.76
b4672	ymiB	CDS	4	0.71	7.19e-01	5.97e-01	1.34	0.53
b0047	kefC	CDS	486	0.7	2.52e-02	7.81e-03	0.26	2.66
b0193	yaeF	CDS	118	0.7	3.00e-02	9.70e-03	0.27	2.59
b0291	ecpC	CDS	66	0.7	6.18e-02	2.36e-02	0.31	2.26
b0435	bolA	CDS	1808	0.7	8.88e-02	3.71e-02	0.34	2.08
b1071	flgM	CDS	111	0.7	6.94e-02	2.73e-02	0.32	2.21
b1220	ychO	CDS	345	0.7	1.61e-01	8.02e-02	0.4	1.75
b1343	dbpA	CDS	781	0.7	2.49e-03	4.74e-04	0.2	3.5
b2000	flu	CDS	450	0.7	2.04e-01	1.10e-01	0.43	1.6
b2178	yejB	CDS	242	0.7	1.18e-01	5.38e-02	0.36	1.93
b2233	yfaL	CDS	361	0.7	4.14e-02	1.44e-02	0.29	2.45
b2451	eutA	CDS	20	0.7	3.80e-01	2.51e-01	0.61	1.15
b2756	casE	CDS	68	0.7	5.65e-02	2.10e-02	0.3	2.31
b2923	argO	CDS	286	0.7	2.63e-01	1.51e-01	0.48	1.44
b3127	garP	CDS	12	0.7	5.12e-01	3.73e-01	0.78	0.89
b3324	gspC	CDS	16	0.7	4.11e-01	2.79e-01	0.64	1.08
b4437	sibB	ncRNA	17	0.7	4.18e-01	2.85e-01	0.66	1.07
b0067	thiP	CDS	776	0.69	8.25e-02	3.36e-02	0.32	2.12
b0558	ybcV	CDS	10	0.69	6.94e-01	5.65e-01	1.19	0.58
b0799	dinG	CDS	970	0.69	9.08e-02	3.82e-02	0.33	2.07
b2270	yfbK	CDS	25	0.69	2.51e-01	1.42e-01	0.47	1.47
b2469	narQ	CDS	447	0.69	9.29e-03	2.32e-03	0.23	3.05
b2542	hcaD	CDS	76	0.69	1.13e-01	5.05e-02	0.35	1.96
b2628	abpA	CDS	772	0.69	2.12e-03	3.90e-04	0.2	3.55
b3477	nikB	CDS	137	0.69	4.84e-01	3.45e-01	0.73	0.94
b4431	rprA	ncRNA	7	0.69	5.61e-01	4.21e-01	0.86	0.8
b4697	yrdF	pseudo	45	0.69	1.64e-01	8.24e-02	0.4	1.74
b0142	folK	CDS	608	0.68	1.82e-04	2.01e-05	0.16	4.26
b0455	ffs	ncRNA	14	0.68	6.70e-01	5.38e-01	1.11	0.62
b0863	artI	CDS	1624	0.68	2.22e-01	1.21e-01	0.44	1.55
b1209	lolB	CDS	1091	0.68	2.25e-02	6.84e-03	0.25	2.7
b1423	ydcJ	CDS	192	0.68	4.04e-01	2.71e-01	0.62	1.1
b2109	yehB	CDS	34	0.68	2.76e-01	1.62e-01	0.48	1.4
b2541	hcaB	CDS	65	0.68	1.97e-01	1.05e-01	0.42	1.62
b3519	treF	CDS	304	0.68	2.06e-01	1.11e-01	0.43	1.59
b4093	phnO	CDS	112	0.68	7.37e-02	2.93e-02	0.31	2.18
b4108	yjdM	CDS	1061	0.68	9.43e-02	3.99e-02	0.33	2.06
b4742	ymjE	CDS	40	0.68	4.01e-01	2.69e-01	0.61	1.1
b0099	mutT	CDS	258	0.67	1.78e-02	5.11e-03	0.24	2.8
b0867	amiD	CDS	731	0.67	6.17e-05	5.62e-06	0.15	4.54
b1295	ymjA	CDS	186	0.67	7.51e-02	3.01e-02	0.31	2.17
b1356	racR	CDS	1116	0.67	1.59e-02	4.48e-03	0.23	2.84
b2206	napA	CDS	1930	0.67	5.46e-01	4.03e-01	0.8	0.84
b2317	dedA	CDS	484	0.67	2.48e-03	4.72e-04	0.19	3.5
b2326	epmC	CDS	920	0.67	7.77e-03	1.86e-03	0.22	3.11
b2467	nudK	CDS	432	0.67	2.62e-02	8.21e-03	0.25	2.64
b3152	yraR	CDS	133	0.67	8.70e-02	3.62e-02	0.32	2.09
b3469	zntA	CDS	1076	0.67	2.02e-01	1.08e-01	0.42	1.61
b3916	pfkA	CDS	8130	0.67	6.83e-02	2.66e-02	0.3	2.22
b4327	hypT	CDS	465	0.67	3.78e-04	5.01e-05	0.16	4.06
b0258	ykfC	CDS	241	0.66	1.36e-01	6.42e-02	0.36	1.85
b0350	mhpD	CDS	15	0.66	4.53e-01	3.16e-01	0.66	1
b0487	cueR	CDS	462	0.66	1.90e-01	9.98e-02	0.4	1.65
b0779	uvrB	CDS	2062	0.66	2.53e-02	7.86e-03	0.25	2.66
b1696	ydiP	CDS	69	0.66	1.09e-01	4.81e-02	0.33	1.98
b1765	ydjA	CDS	976	0.66	1.32e-02	3.55e-03	0.23	2.92
b2036	glf	CDS	4474	0.66	5.71e-03	1.29e-03	0.21	3.22
b2073	yegL	CDS	22	0.66	4.24e-01	2.89e-01	0.62	1.06
b2101	yegW	CDS	350	0.66	4.03e-05	3.33e-06	0.14	4.65
b2152	yeiB	CDS	879	0.66	4.52e-02	1.60e-02	0.28	2.41
b2382	ypdC	CDS	293	0.66	1.17e-01	5.31e-02	0.34	1.93
b2647	ypjA	CDS	251	0.66	1.58e-01	7.83e-02	0.38	1.76
b3068	mug	CDS	567	0.66	1.12e-01	4.98e-02	0.33	1.96
b0561	tfaD	CDS	11	0.65	4.84e-01	3.45e-01	0.68	0.94
b2018	hisL	CDS	11	0.65	7.19e-01	5.97e-01	1.23	0.53
b2047	wcaJ	CDS	11	0.65	5.12e-01	3.72e-01	0.73	0.89
b2180	yejF	CDS	559	0.65	5.35e-02	1.97e-02	0.28	2.33
b2718	hycH	CDS	151	0.65	3.47e-01	2.21e-01	0.53	1.22
b3474	yhhT	CDS	181	0.65	2.10e-01	1.13e-01	0.41	1.58
b0163	yaeH	CDS	811	0.64	7.01e-03	1.65e-03	0.2	3.15
b1128	roxA	CDS	2859	0.64	4.65e-04	6.39e-05	0.16	4
b1214	ychA	CDS	2024	0.64	4.11e-03	8.60e-04	0.19	3.33
b1413	hrpA	CDS	2945	0.64	1.51e-05	1.08e-06	0.13	4.88
b1463	nhoA	CDS	89	0.64	2.27e-01	1.25e-01	0.42	1.53
b1529	marC	CDS	372	0.64	8.63e-02	3.58e-02	0.31	2.1
b2123	yehR	CDS	20	0.64	4.94e-01	3.55e-01	0.69	0.92
b2226	yfaQ	CDS	39	0.64	3.81e-01	2.52e-01	0.56	1.14
b2780	pyrG	CDS	15987	0.64	8.37e-02	3.44e-02	0.3	2.12
b3446	yrhB	CDS	29	0.64	3.22e-01	2.00e-01	0.5	1.28
b4417	rybB	ncRNA	74	0.64	1.38e-01	6.51e-02	0.35	1.84
b0715	abrB	CDS	304	0.63	3.21e-01	1.98e-01	0.49	1.29
b0944	ycbF	CDS	67	0.63	2.03e-01	1.09e-01	0.4	1.6
b1135	rluE	CDS	486	0.63	4.77e-02	1.71e-02	0.26	2.38
b2328	mepA	CDS	1019	0.63	2.12e-02	6.39e-03	0.23	2.73
b2501	ppk	CDS	2056	0.63	1.97e-02	5.82e-03	0.23	2.76
b2862	ygeP	pseudo	63	0.63	1.51e-01	7.36e-02	0.35	1.79
b2906	ubiI	CDS	1272	0.63	4.10e-08	1.04e-09	0.1	6.1
b3164	pnp	CDS	27709	0.63	2.25e-02	6.85e-03	0.23	2.7
b3206	npr	CDS	568	0.63	1.60e-01	7.92e-02	0.36	1.76
b3716	cbrB	CDS	110	0.63	5.80e-02	2.18e-02	0.28	2.29
b4141	yjeH	CDS	308	0.63	3.05e-01	1.85e-01	0.48	1.32
b0050	apaG	CDS	1324	0.62	1.47e-04	1.54e-05	0.14	4.32
b0164	yaeI	CDS	186	0.62	2.31e-01	1.28e-01	0.41	1.52
b0263	afuB	pseudo	22	0.62	4.31e-01	2.97e-01	0.59	1.04
b0288	ykgJ	CDS	24	0.62	4.42e-01	3.06e-01	0.6	1.02
b0340	cynS	CDS	27	0.62	3.41e-01	2.17e-01	0.5	1.24
b0918	kdsB	CDS	2825	0.62	6.07e-02	2.30e-02	0.27	2.27
b1712	ihfA	CDS	9374	0.62	1.85e-06	9.46e-08	0.12	5.34
b1740	nadE	CDS	1939	0.62	4.32e-03	9.11e-04	0.19	3.32
b1854	pykA	CDS	6783	0.62	1.61e-01	7.99e-02	0.35	1.75
b1949	fliQ	CDS	37	0.62	2.41e-01	1.35e-01	0.41	1.49
b2373	oxc	CDS	53	0.62	2.77e-01	1.62e-01	0.44	1.4
b2485	hyfE	CDS	5	0.62	7.25e-01	6.05e-01	1.2	0.52
b2674	nrdI	CDS	594	0.62	5.65e-01	4.25e-01	0.78	0.8
b2847	yqeI	CDS	94	0.62	4.18e-01	2.85e-01	0.58	1.07
b3141	agaI	CDS	17	0.62	3.47e-01	2.21e-01	0.51	1.22
b4460	araH	CDS	74	0.62	9.65e-02	4.11e-02	0.3	2.04
b0293	ecpA	CDS	124	0.61	2.44e-01	1.37e-01	0.41	1.49
b0598	cstA	CDS	3238	0.61	5.72e-01	4.33e-01	0.78	0.78
b0624	crcB	CDS	377	0.61	2.52e-01	1.43e-01	0.42	1.47
b0882	clpA	CDS	9588	0.61	4.13e-02	1.43e-02	0.25	2.45
b0968	yccX	CDS	130	0.61	2.19e-01	1.20e-01	0.39	1.56
b1521	uxaB	CDS	138	0.61	3.51e-02	1.17e-02	0.24	2.52
b1574	dicF	ncRNA	13	0.61	6.01e-01	4.64e-01	0.84	0.73
b1960	vsr	CDS	231	0.61	5.74e-02	2.14e-02	0.26	2.3
b2712	hypF	CDS	615	0.61	9.49e-02	4.02e-02	0.3	2.05
b4051	qorA	CDS	572	0.61	7.47e-02	2.99e-02	0.28	2.17
b0284	paoC	CDS	96	0.6	3.32e-01	2.08e-01	0.47	1.26
b0970	yccA	CDS	5634	0.6	1.76e-01	8.97e-02	0.35	1.7
b1689	ydiL	CDS	5	0.6	6.13e-01	4.77e-01	0.85	0.71
b2383	fryA	CDS	65	0.6	1.63e-01	8.17e-02	0.34	1.74
b2418	pdxK	CDS	830	0.6	1.16e-01	5.24e-02	0.31	1.94
b2819	recD	CDS	827	0.6	1.26e-02	3.34e-03	0.2	2.93
b4396	rob	CDS	3014	0.6	9.93e-04	1.58e-04	0.16	3.78
b4492	ydbA	pseudo	1472	0.6	6.02e-04	8.64e-05	0.15	3.93
b0060	polB	CDS	603	0.59	1.08e-01	4.79e-02	0.3	1.98
b0461	tomB	CDS	582	0.59	3.70e-01	2.41e-01	0.51	1.17
b0565	ompT	CDS	19682	0.59	8.51e-02	3.51e-02	0.28	2.11
b1122	ymfA	CDS	111	0.59	2.22e-01	1.21e-01	0.38	1.55
b1336	abgT	CDS	37	0.59	3.75e-01	2.46e-01	0.51	1.16
b1419	ydcA	CDS	318	0.59	4.43e-03	9.41e-04	0.18	3.31
b1758	ynjF	CDS	192	0.59	5.54e-02	2.05e-02	0.26	2.32
b2121	yehP	CDS	12	0.59	4.76e-01	3.37e-01	0.61	0.96
b2253	arnB	CDS	115	0.59	4.30e-01	2.96e-01	0.57	1.05
b2431	yfeX	CDS	2939	0.59	6.26e-02	2.40e-02	0.26	2.26
b2502	ppx	CDS	1750	0.59	6.10e-02	2.32e-02	0.26	2.27
b3172	argG	CDS	1409	0.59	1.89e-01	9.90e-02	0.36	1.65
b3188	sfsB	CDS	165	0.59	1.75e-01	8.95e-02	0.35	1.7
b3396	mrcA	CDS	1511	0.59	1.42e-04	1.47e-05	0.14	4.33
