Locus_tag	Gene_name	Gene_type	baseMean	log2FC	padj	pvalue	lfcSE	stat
b2548	yphF	CDS	19	0.43	7.84e-01	5.13e-01	0.66	0.65
b2705	srlD	CDS	169	0.43	8.12e-01	5.58e-01	0.73	0.59
b2822	recC	CDS	1588	0.43	1.79e-01	3.88e-02	0.21	2.07
b3309	rplX	CDS	48413	0.43	5.47e-01	2.52e-01	0.37	1.15
b3449	ugpQ	CDS	360	0.43	4.09e-02	5.29e-03	0.15	2.79
b3659	setC	CDS	16	0.43	7.99e-01	5.33e-01	0.68	0.62
b3724	phoU	CDS	958	0.43	3.89e-01	1.37e-01	0.29	1.49
b3727	pstC	CDS	539	0.43	7.67e-01	4.90e-01	0.63	0.69
b3940	metL	CDS	1933	0.43	1.92e-01	4.35e-02	0.22	2.02
b4638	ttcC	pseudo	10	0.43	8.41e-01	6.10e-01	0.85	0.51
b0261	mmuM	CDS	251	0.42	3.48e-01	1.13e-01	0.27	1.58
b0335	prpE	CDS	60	0.42	5.31e-01	2.35e-01	0.36	1.19
b0697	kdpB	CDS	59	0.42	4.80e-01	1.94e-01	0.32	1.3
b0772	ybhC	CDS	481	0.42	2.84e-01	7.99e-02	0.24	1.75
b0845	ybjJ	CDS	384	0.42	4.46e-01	1.71e-01	0.31	1.37
b0869	ybjT	CDS	669	0.42	3.03e-01	8.89e-02	0.25	1.7
b0929	ompF	CDS	47101	0.42	7.85e-01	5.15e-01	0.64	0.65
b1237	hns	CDS	27872	0.42	4.30e-01	1.60e-01	0.3	1.4
b1717	rpmI	CDS	34291	0.42	4.62e-01	1.82e-01	0.31	1.33
b1852	zwf	CDS	2004	0.42	1.05e-01	1.81e-02	0.18	2.36
b2030	insH-7	CDS	514	0.42	1.45e-01	2.83e-02	0.19	2.19
b2167	fruA	CDS	7889	0.42	8.74e-01	6.71e-01	0.99	0.43
b2323	fabB	CDS	6866	0.42	5.08e-01	2.16e-01	0.34	1.24
b2862	ygeP	pseudo	63	0.42	5.46e-01	2.50e-01	0.36	1.15
b3700	recF	CDS	1161	0.42	1.60e-01	3.29e-02	0.2	2.13
b3744	asnA	CDS	9079	0.42	6.74e-01	3.81e-01	0.48	0.88
b3811	xerC	CDS	1267	0.42	3.25e-03	2.64e-04	0.11	3.65
b4028	yjbG	CDS	6	0.42	8.34e-01	5.96e-01	0.79	0.53
b4342	yjiT	CDS	875	0.42	2.85e-01	8.01e-02	0.24	1.75
b4418	sraB	ncRNA	329	0.42	6.10e-01	3.16e-01	0.41	1
b4456	glmZ	ncRNA	940	0.42	6.68e-01	3.72e-01	0.47	0.89
b0162	cdaR	CDS	139	0.41	8.07e-01	5.49e-01	0.69	0.6
b0656	insH-3	CDS	877	0.41	2.08e-01	4.89e-02	0.21	1.97
b0807	rlmF	CDS	935	0.41	3.20e-01	9.78e-02	0.25	1.66
b1506	yneL	pseudo	6	0.41	8.60e-01	6.46e-01	0.9	0.46
b1867	yecD	CDS	348	0.41	2.74e-01	7.57e-02	0.23	1.78
b2258	arnF	CDS	24	0.41	8.07e-01	5.49e-01	0.69	0.6
b2325	yfcL	CDS	1176	0.41	9.97e-02	1.69e-02	0.17	2.39
b2407	xapA	CDS	11	0.41	8.31e-01	5.93e-01	0.77	0.53
b2527	hscB	CDS	952	0.41	2.89e-01	8.18e-02	0.23	1.74
b2749	ygbE	CDS	474	0.41	7.52e-01	4.69e-01	0.57	0.72
b3343	tusB	CDS	348	0.41	3.52e-01	1.16e-01	0.26	1.57
b3649	rpoZ	CDS	3396	0.41	1.48e-01	2.94e-02	0.19	2.18
b3905	rhaS	CDS	28	0.41	6.34e-01	3.40e-01	0.43	0.95
b4222	ytfP	CDS	1086	0.41	3.22e-01	9.91e-02	0.25	1.65
b4296	yjhF	CDS	36	0.41	6.85e-01	3.96e-01	0.48	0.85
b0112	aroP	CDS	866	0.4	2.61e-01	7.04e-02	0.22	1.81
b0173	dxr	CDS	1128	0.4	1.37e-01	2.60e-02	0.18	2.23
b0507	gcl	CDS	54	0.4	6.05e-01	3.10e-01	0.39	1.02
b0604	dsbG	CDS	452	0.4	2.06e-01	4.83e-02	0.2	1.97
b0694	kdpE	CDS	146	0.4	2.88e-01	8.14e-02	0.23	1.74
b0942	ycbU	CDS	32	0.4	6.55e-01	3.60e-01	0.44	0.92
b1289	ycjD	CDS	97	0.4	5.58e-01	2.61e-01	0.35	1.12
b1359	ydaU	CDS	32	0.4	7.70e-01	4.93e-01	0.59	0.69
b1394	paaG	CDS	14	0.4	7.84e-01	5.13e-01	0.61	0.65
b1892	flhD	CDS	208	0.4	1.71e-01	3.67e-02	0.19	2.09
b2545	yphC	CDS	92	0.4	5.49e-01	2.54e-01	0.35	1.14
b2600	tyrA	CDS	845	0.4	1.94e-01	4.45e-02	0.2	2.01
b2808	gcvA	CDS	433	0.4	1.48e-01	2.94e-02	0.18	2.18
b2949	yqgF	CDS	799	0.4	2.89e-01	8.21e-02	0.23	1.74
b3189	murA	CDS	4623	0.4	5.28e-01	2.32e-01	0.33	1.2
b3220	yhcG	CDS	147	0.4	7.00e-01	4.11e-01	0.48	0.82
b3306	rpsH	CDS	36738	0.4	6.03e-01	3.07e-01	0.39	1.02
b3392	hofP	CDS	9	0.4	8.48e-01	6.27e-01	0.83	0.49
b3601	mtlR	CDS	542	0.4	4.07e-01	1.47e-01	0.28	1.45
b3732	atpD	CDS	35290	0.4	5.37e-01	2.44e-01	0.34	1.17
b3856	mobB	CDS	120	0.4	4.75e-01	1.90e-01	0.31	1.31
b3982	nusG	CDS	9514	0.4	4.81e-01	1.95e-01	0.31	1.3
b0234	yafP	CDS	57	0.39	5.90e-01	2.93e-01	0.37	1.05
b0322	yahH	CDS	7	0.39	8.47e-01	6.22e-01	0.78	0.49
b0342	lacA	CDS	25	0.39	7.84e-01	5.13e-01	0.59	0.65
b0692	potE	CDS	89	0.39	5.56e-01	2.59e-01	0.34	1.13
b0852	rimK	CDS	740	0.39	3.01e-01	8.80e-02	0.23	1.71
b0879	macB	CDS	556	0.39	3.45e-01	1.12e-01	0.25	1.59
b1346	xisR	CDS	2	0.39	 NA	8.00e-01	1.54	0.25
b1802	yeaW	CDS	14	0.39	8.22e-01	5.76e-01	0.69	0.56
b1907	tyrP	CDS	376	0.39	2.23e-01	5.51e-02	0.2	1.92
b1968	hprS	CDS	298	0.39	3.96e-01	1.40e-01	0.26	1.47
b1969	hprR	CDS	262	0.39	2.63e-01	7.15e-02	0.21	1.8
b2044	wcaL	CDS	81	0.39	6.13e-01	3.20e-01	0.39	1
b2057	wcaC	CDS	13	0.39	8.48e-01	6.27e-01	0.8	0.49
b2073	yegL	CDS	22	0.39	7.94e-01	5.28e-01	0.62	0.63
b2233	yfaL	CDS	361	0.39	4.38e-01	1.66e-01	0.28	1.39
b2562	yfhL	CDS	166	0.39	6.84e-01	3.93e-01	0.45	0.85
b2818	argA	CDS	455	0.39	5.08e-01	2.15e-01	0.32	1.24
b3054	ygiF	CDS	514	0.39	2.30e-01	5.75e-02	0.21	1.9
b3151	yraQ	CDS	393	0.39	5.47e-01	2.52e-01	0.34	1.15
b3193	mlaD	CDS	1203	0.39	2.37e-01	6.05e-02	0.21	1.88
b3353	yheT	CDS	744	0.39	1.82e-01	3.96e-02	0.19	2.06
b3395	hofM	CDS	46	0.39	5.63e-01	2.69e-01	0.35	1.11
b3425	glpE	CDS	422	0.39	3.57e-01	1.19e-01	0.25	1.56
b3741	mnmG	CDS	4790	0.39	2.21e-01	5.40e-02	0.2	1.93
b3817	yigF	CDS	40	0.39	7.56e-01	4.77e-01	0.55	0.71
b3875	ompL	CDS	5	0.39	9.13e-01	7.49e-01	1.22	0.32
b4397	creA	CDS	415	0.39	2.63e-01	7.12e-02	0.21	1.8
b4487	yjdP	CDS	72	0.39	4.91e-01	2.03e-01	0.31	1.27
b4517	gnsA	CDS	569	0.39	7.84e-01	5.14e-01	0.6	0.65
b4623	insO	pseudo	230	0.39	4.47e-01	1.72e-01	0.29	1.37
b0258	ykfC	CDS	241	0.38	5.74e-01	2.77e-01	0.35	1.09
b0404	acpH	CDS	265	0.38	2.57e-01	6.84e-02	0.21	1.82
b0501	ybbD	pseudo	11	0.38	8.47e-01	6.25e-01	0.77	0.49
b0889	lrp	CDS	3959	0.38	1.27e-01	2.32e-02	0.17	2.27
b0981	etk	CDS	362	0.38	1.42e-01	2.73e-02	0.17	2.21
b1327	ycjY	CDS	56	0.38	7.56e-01	4.75e-01	0.53	0.71
b1391	paaD	CDS	8	0.38	8.47e-01	6.25e-01	0.77	0.49
b1504	ydeS	CDS	5	0.38	9.12e-01	7.45e-01	1.16	0.33
b1994	insH-6	CDS	624	0.38	2.50e-01	6.57e-02	0.21	1.84
b2185	rplY	CDS	17617	0.38	4.41e-01	1.68e-01	0.28	1.38
b2546	yphD	CDS	17	0.38	7.86e-01	5.18e-01	0.59	0.65
b2796	sdaC	CDS	11675	0.38	8.80e-01	6.86e-01	0.95	0.4
b2798	ygdG	CDS	388	0.38	6.48e-01	3.55e-01	0.41	0.93
b2987	pitB	CDS	42	0.38	7.69e-01	4.92e-01	0.55	0.69
b3048	yqiI	CDS	23	0.38	7.45e-01	4.61e-01	0.51	0.74
b3266	acrF	CDS	161	0.38	4.44e-01	1.69e-01	0.28	1.37
b3299	rpmJ	CDS	21222	0.38	5.98e-01	3.02e-01	0.37	1.03
b3443	yrhA	pseudo	60	0.38	6.95e-01	4.08e-01	0.46	0.83
b3889	yiiE	CDS	4	0.38	9.12e-01	7.46e-01	1.17	0.32
b4022	rluF	CDS	686	0.38	2.49e-01	6.52e-02	0.2	1.84
b4464	ghxQ	CDS	115	0.38	5.60e-01	2.63e-01	0.34	1.12
b4470	cyuA	CDS	318	0.38	8.07e-01	5.48e-01	0.63	0.6
b4492	ydbA	pseudo	1472	0.38	8.10e-02	1.30e-02	0.15	2.48
b0028	fkpB	CDS	1215	0.37	7.97e-02	1.27e-02	0.15	2.49
b0242	proB	CDS	2150	0.37	1.36e-01	2.57e-02	0.16	2.23
b1490	dosC	CDS	216	0.37	8.47e-01	6.24e-01	0.75	0.49
b2797	sdaB	CDS	6970	0.37	8.85e-01	6.94e-01	0.93	0.39
b3270	yhdY	CDS	24	0.37	8.53e-01	6.36e-01	0.77	0.47
b3283	yrdD	CDS	1353	0.37	4.06e-01	1.46e-01	0.26	1.45
b3324	gspC	CDS	16	0.37	8.29e-01	5.88e-01	0.69	0.54
b3576	yiaL	CDS	3	0.37	9.28e-01	7.91e-01	1.41	0.27
b3733	atpG	CDS	18651	0.37	6.03e-01	3.08e-01	0.36	1.02
b3818	yigG	CDS	7	0.37	9.02e-01	7.24e-01	1.06	0.35
b4161	rsgA	CDS	2458	0.37	2.55e-01	6.78e-02	0.2	1.83
b4304	sgcC	CDS	49	0.37	6.35e-01	3.41e-01	0.39	0.95
b0083	ftsL	CDS	818	0.36	4.12e-01	1.50e-01	0.25	1.44
b0287	yagU	CDS	1365	0.36	8.23e-01	5.77e-01	0.64	0.56
b0780	ybhK	CDS	581	0.36	4.09e-01	1.49e-01	0.25	1.44
b1186	nhaB	CDS	2158	0.36	2.44e-01	6.31e-02	0.2	1.86
b2452	eutH	CDS	22	0.36	7.64e-01	4.86e-01	0.52	0.7
b3354	yheU	CDS	152	0.36	2.09e-01	4.92e-02	0.18	1.97
b3480	nikE	CDS	120	0.36	8.35e-01	5.98e-01	0.68	0.53
b3551	bisC	CDS	1179	0.36	6.60e-02	9.98e-03	0.14	2.58
b3832	rmuC	CDS	457	0.36	7.45e-01	4.61e-01	0.49	0.74
b4435	isrC	ncRNA	4	0.36	9.16e-01	7.54e-01	1.17	0.31
b4506	ykgO	CDS	2576	0.36	7.81e-01	5.09e-01	0.55	0.66
b0027	lspA	CDS	2035	0.35	6.18e-02	9.13e-03	0.14	2.61
b0387	yaiI	CDS	420	0.35	4.81e-01	1.96e-01	0.27	1.29
b0818	ybiR	CDS	624	0.35	1.74e-01	3.75e-02	0.17	2.08
b0874	lysO	CDS	587	0.35	2.49e-01	6.49e-02	0.19	1.85
b0885	aat	CDS	627	0.35	3.65e-01	1.22e-01	0.23	1.54
b1328	pgrR	CDS	201	0.35	3.22e-01	9.89e-02	0.21	1.65
b1531	marA	CDS	285	0.35	2.48e-01	6.46e-02	0.19	1.85
b1701	fadK	CDS	29	0.35	7.56e-01	4.76e-01	0.49	0.71
b2288	nuoA	CDS	4618	0.35	7.37e-02	1.15e-02	0.14	2.53
b2783	mazE	CDS	200	0.35	5.09e-01	2.18e-01	0.28	1.23
b2947	gshB	CDS	1705	0.35	9.54e-03	9.00e-04	0.11	3.32
b3411	rpnA	CDS	97	0.35	5.61e-01	2.64e-01	0.32	1.12
b3462	ftsX	CDS	1836	0.35	1.71e-01	3.65e-02	0.17	2.09
b3633	waaA	CDS	1286	0.35	5.28e-01	2.32e-01	0.29	1.19
b3898	frvX	CDS	55	0.35	7.10e-01	4.25e-01	0.43	0.8
b3963	fabR	CDS	1447	0.35	4.78e-01	1.92e-01	0.27	1.3
b4000	hupA	CDS	9960	0.35	6.40e-01	3.47e-01	0.38	0.94
b4095	phnM	CDS	9	0.35	8.71e-01	6.63e-01	0.8	0.44
b4177	purA	CDS	20279	0.35	6.07e-01	3.11e-01	0.35	1.01
b4356	lgoT	CDS	101	0.35	7.19e-01	4.34e-01	0.45	0.78
b4372	holD	CDS	535	0.35	4.62e-01	1.82e-01	0.26	1.33
b4387	ytjB	CDS	212	0.35	4.87e-01	2.00e-01	0.27	1.28
b4465	yggP	CDS	31	0.35	7.21e-01	4.37e-01	0.45	0.78
b4729	ykgV	CDS	25	0.35	7.54e-01	4.73e-01	0.48	0.72
b0246	yafW	CDS	1	0.34	 NA	8.75e-01	2.17	0.16
b0343	lacY	CDS	22	0.34	8.47e-01	6.24e-01	0.7	0.49
b0376	ampH	CDS	576	0.34	3.89e-01	1.37e-01	0.23	1.49
b0508	hyi	CDS	10	0.34	8.73e-01	6.67e-01	0.79	0.43
b0574	cusB	CDS	41	0.34	6.52e-01	3.58e-01	0.37	0.92
b0685	ybfE	CDS	515	0.34	4.49e-01	1.73e-01	0.25	1.36
b0983	gfcE	CDS	72	0.34	5.15e-01	2.25e-01	0.28	1.21
b1350	recE	CDS	55	0.34	8.02e-01	5.40e-01	0.56	0.61
b1582	ynfA	CDS	107	0.34	4.75e-01	1.90e-01	0.26	1.31
b1847	yebF	CDS	2369	0.34	7.64e-01	4.86e-01	0.48	0.7
b2875	yqeB	CDS	105	0.34	5.36e-01	2.42e-01	0.29	1.17
b3207	yrbL	CDS	4425	0.34	2.88e-01	8.11e-02	0.19	1.74
b3214	gltF	CDS	175	0.34	4.34e-01	1.63e-01	0.25	1.39
b3467	yhhM	CDS	39	0.34	8.23e-01	5.77e-01	0.61	0.56
b3607	cysE	CDS	1866	0.34	2.76e-01	7.63e-02	0.19	1.77
b3676	yidH	CDS	107	0.34	6.06e-01	3.11e-01	0.34	1.01
b3736	atpF	CDS	18717	0.34	6.24e-01	3.31e-01	0.35	0.97
b4207	fklB	CDS	2995	0.34	4.58e-01	1.78e-01	0.25	1.35
b4535	yniD	CDS	9	0.34	8.97e-01	7.17e-01	0.95	0.36
b4588	ylcH	CDS	10	0.34	8.88e-01	7.00e-01	0.88	0.38
b0121	speE	CDS	3429	0.33	4.23e-01	1.57e-01	0.23	1.42
b0180	fabZ	CDS	4169	0.33	4.07e-01	1.47e-01	0.23	1.45
b0497	rhsD	CDS	237	0.33	5.88e-01	2.91e-01	0.32	1.06
b0523	purE	CDS	2192	0.33	8.37e-01	6.01e-01	0.62	0.52
b0683	fur	CDS	3944	0.33	8.61e-02	1.40e-02	0.13	2.46
b1181	ycgN	CDS	397	0.33	1.28e-01	2.35e-02	0.14	2.27
b1716	rplT	CDS	55194	0.33	5.78e-01	2.83e-01	0.31	1.07
b1993	cobU	CDS	145	0.33	4.77e-01	1.91e-01	0.25	1.31
b2164	psuT	CDS	97	0.33	6.73e-01	3.77e-01	0.37	0.88
b2459	eutT	CDS	8	0.33	9.25e-01	7.84e-01	1.18	0.27
b2482	hyfB	CDS	42	0.33	6.78e-01	3.86e-01	0.38	0.87
b2526	hscA	CDS	3688	0.33	4.55e-01	1.76e-01	0.24	1.35
b2784	relA	CDS	2251	0.33	2.90e-02	3.43e-03	0.11	2.93
b2948	yqgE	CDS	1382	0.33	4.23e-01	1.57e-01	0.23	1.42
b3066	dnaG	CDS	5109	0.33	2.07e-01	4.86e-02	0.17	1.97
b3297	rpsK	CDS	39374	0.33	6.90e-01	4.00e-01	0.4	0.84
b3323	gspA	CDS	31	0.33	7.20e-01	4.36e-01	0.43	0.78
b3352	yheS	CDS	1752	0.33	1.83e-01	4.02e-02	0.16	2.05
b3407	yhgF	CDS	2915	0.33	5.29e-01	2.33e-01	0.27	1.19
b3631	waaG	CDS	979	0.33	3.16e-01	9.61e-02	0.2	1.66
b3882	yihU	CDS	8	0.33	8.99e-01	7.19e-01	0.92	0.36
b3932	hslV	CDS	987	0.33	5.87e-01	2.90e-01	0.31	1.06
b4307	yjhQ	CDS	36	0.33	8.01e-01	5.38e-01	0.54	0.62
b4447	sibD	ncRNA	130	0.33	7.02e-01	4.15e-01	0.41	0.82
b4548	ypjJ	CDS	4	0.33	9.21e-01	7.68e-01	1.11	0.29
b4614	sokA	pseudo	5	0.33	9.54e-01	8.52e-01	1.76	0.19
b0084	ftsI	CDS	1591	0.32	2.44e-01	6.31e-02	0.17	1.86
b0345	lacI	CDS	519	0.32	1.42e-01	2.75e-02	0.14	2.2
b0415	ribE	CDS	2800	0.32	1.94e-01	4.47e-02	0.16	2.01
b0505	allA	CDS	31	0.32	8.22e-01	5.75e-01	0.57	0.56
b0644	ybeQ	CDS	33	0.32	6.94e-01	4.05e-01	0.38	0.83
b2225	yfaP	CDS	16	0.32	8.48e-01	6.27e-01	0.66	0.49
b2230	yfaA	CDS	115	0.32	4.91e-01	2.02e-01	0.25	1.28
b2536	hcaT	CDS	494	0.32	4.40e-01	1.67e-01	0.23	1.38
b2550	yphH	CDS	169	0.32	5.78e-01	2.82e-01	0.3	1.08
b2842	kduD	CDS	108	0.32	6.97e-01	4.09e-01	0.39	0.83
b3081	fadH	CDS	103	0.32	8.07e-01	5.48e-01	0.53	0.6
b3295	rpoA	CDS	102281	0.32	7.20e-01	4.37e-01	0.41	0.78
b3326	gspE	CDS	31	0.32	7.55e-01	4.73e-01	0.45	0.72
b3365	nirB	CDS	1936	0.32	8.60e-01	6.46e-01	0.69	0.46
b3636	rpmG	CDS	20169	0.32	6.62e-01	3.67e-01	0.35	0.9
b3641	slmA	CDS	1458	0.32	6.65e-01	3.69e-01	0.35	0.9
b3650	spoT	CDS	8539	0.32	3.43e-01	1.10e-01	0.2	1.6
b3702	dnaA	CDS	4747	0.32	1.86e-01	4.15e-02	0.16	2.04
b3734	atpA	CDS	44331	0.32	6.74e-01	3.81e-01	0.37	0.88
b3735	atpH	CDS	16530	0.32	6.83e-01	3.92e-01	0.38	0.86
b3828	metR	CDS	209	0.32	7.96e-01	5.30e-01	0.5	0.63
b3981	secE	CDS	6209	0.32	3.99e-01	1.42e-01	0.22	1.47
b4119	melA	CDS	100	0.32	6.78e-01	3.86e-01	0.37	0.87
b4386	lplA	CDS	412	0.32	3.38e-01	1.07e-01	0.2	1.61
b4485	ytfR	CDS	106	0.32	6.56e-01	3.61e-01	0.35	0.91
b4522	ymiA	CDS	85	0.32	7.06e-01	4.19e-01	0.39	0.81
b4547	ypfN	CDS	447	0.32	4.35e-01	1.64e-01	0.23	1.39
b4685	yrbN	CDS	847	0.32	7.10e-01	4.25e-01	0.4	0.8
b0090	murG	CDS	1836	0.31	4.90e-01	2.01e-01	0.24	1.28
b0157	yadS	CDS	373	0.31	6.60e-01	3.65e-01	0.34	0.91
b0230	lafU	pseudo	25	0.31	8.31e-01	5.91e-01	0.58	0.54
b0420	dxs	CDS	2703	0.31	1.14e-02	1.12e-03	0.09	3.26
b0470	dnaX	CDS	3075	0.31	2.98e-01	8.67e-02	0.18	1.71
b0711	pxpB	CDS	877	0.31	4.07e-01	1.48e-01	0.21	1.45
b0850	ybjC	CDS	186	0.31	6.24e-01	3.31e-01	0.32	0.97
b0856	potH	CDS	110	0.31	8.12e-01	5.60e-01	0.53	0.58
b0984	gfcD	CDS	79	0.31	6.08e-01	3.13e-01	0.31	1.01
b1275	cysB	CDS	1705	0.31	3.67e-01	1.24e-01	0.2	1.54
b1748	astC	CDS	283	0.31	9.11e-01	7.41e-01	0.94	0.33
b2190	yejO	pseudo	891	0.31	1.48e-01	2.94e-02	0.14	2.18
b2487	hyfG	CDS	67	0.31	8.01e-01	5.37e-01	0.51	0.62
b2515	ispG	CDS	4497	0.31	9.86e-02	1.67e-02	0.13	2.39
b2755	cas1	CDS	123	0.31	5.78e-01	2.83e-01	0.28	1.07
b2872	ygeY	CDS	35	0.31	7.95e-01	5.29e-01	0.49	0.63
b2944	yggI	CDS	108	0.31	5.63e-01	2.69e-01	0.28	1.11
b3198	kdsC	CDS	1308	0.31	1.86e-02	2.00e-03	0.1	3.09
b3240	aaeB	CDS	126	0.31	6.67e-01	3.70e-01	0.34	0.9
b3267	yhdV	CDS	49	0.31	8.73e-01	6.68e-01	0.73	0.43
b3292	zntR	CDS	439	0.31	4.68e-01	1.86e-01	0.23	1.32
b3310	rplN	CDS	52829	0.31	6.11e-01	3.18e-01	0.32	1
b3390	aroK	CDS	5215	0.31	3.89e-01	1.36e-01	0.21	1.49
b3843	ubiD	CDS	3480	0.31	3.73e-01	1.28e-01	0.21	1.52
b3872	yihL	CDS	127	0.31	8.22e-01	5.75e-01	0.56	0.56
b0063	araB	CDS	30	0.3	8.07e-01	5.47e-01	0.5	0.6
b0132	rpnC	CDS	85	0.3	5.93e-01	2.97e-01	0.28	1.04
b0182	lpxB	CDS	3169	0.3	1.85e-01	4.11e-02	0.15	2.04
b0467	priC	CDS	251	0.3	4.90e-01	2.01e-01	0.23	1.28
b0532	sfmD	CDS	55	0.3	6.74e-01	3.79e-01	0.34	0.88
b0761	modE	CDS	493	0.3	2.49e-01	6.50e-02	0.16	1.85
b0921	cmoM	CDS	1075	0.3	4.22e-01	1.56e-01	0.21	1.42
b1042	csgA	CDS	51	0.3	8.27e-01	5.84e-01	0.55	0.55
b1097	mltG	CDS	642	0.3	2.27e-01	5.60e-02	0.16	1.91
b1826	mgrB	CDS	275	0.3	7.28e-01	4.44e-01	0.39	0.76
b2043	wcaM	CDS	103	0.3	7.02e-01	4.15e-01	0.37	0.81
b2175	mepS	CDS	6932	0.3	5.00e-01	2.08e-01	0.24	1.26
b2525	fdx	CDS	1081	0.3	5.62e-01	2.65e-01	0.27	1.11
b2576	srmB	CDS	2218	0.3	4.90e-01	2.02e-01	0.24	1.28
b2647	ypjA	CDS	251	0.3	7.16e-01	4.31e-01	0.38	0.79
b2873	hyuA	CDS	21	0.3	8.42e-01	6.11e-01	0.6	0.51
b3088	alx	CDS	410	0.3	8.52e-01	6.33e-01	0.62	0.48
b3154	yhbP	CDS	181	0.3	5.89e-01	2.92e-01	0.29	1.05
b3691	dgoT	CDS	55	0.3	7.20e-01	4.36e-01	0.39	0.78
b3885	yihX	CDS	527	0.3	6.30e-01	3.37e-01	0.31	0.96
b3920	yiiQ	CDS	280	0.3	5.99e-01	3.03e-01	0.29	1.03
b4039	ubiC	CDS	549	0.3	5.80e-01	2.85e-01	0.28	1.07
b4332	yjiJ	CDS	64	0.3	7.44e-01	4.60e-01	0.41	0.74
b4373	rimI	CDS	647	0.3	3.45e-01	1.11e-01	0.19	1.59
b4491	ycgH	pseudo	195	0.3	4.84e-01	1.97e-01	0.23	1.29
b4495	yedN	pseudo	13	0.3	9.05e-01	7.32e-01	0.87	0.34
b4708	insI2	pseudo	17	0.3	7.81e-01	5.09e-01	0.46	0.66
b0009	mog	CDS	873	0.29	5.01e-01	2.09e-01	0.23	1.26
b0143	pcnB	CDS	5928	0.29	2.90e-02	3.43e-03	0.1	2.93
b0291	ecpC	CDS	66	0.29	6.18e-01	3.26e-01	0.3	0.98
b0292	ecpB	CDS	19	0.29	8.18e-01	5.69e-01	0.51	0.57
b0742	cpoB	CDS	6704	0.29	5.12e-01	2.22e-01	0.24	1.22
b1180	ycgM	CDS	790	0.29	4.67e-01	1.85e-01	0.22	1.32
b1222	narX	CDS	702	0.29	5.17e-01	2.26e-01	0.24	1.21
b1322	ycjF	CDS	261	0.29	4.91e-01	2.03e-01	0.23	1.27
b1578	insD-7	pseudo	91	0.29	5.06e-01	2.12e-01	0.23	1.25
b1609	rstB	CDS	756	0.29	4.85e-01	1.98e-01	0.22	1.29
b1631	rsxG	CDS	543	0.29	4.04e-01	1.45e-01	0.2	1.46
b2050	wcaI	CDS	13	0.29	8.74e-01	6.70e-01	0.69	0.43
b2555	qseG	CDS	407	0.29	2.02e-01	4.69e-02	0.15	1.99
b3190	ibaG	CDS	680	0.29	5.31e-01	2.35e-01	0.24	1.19
b3812	yigB	CDS	788	0.29	1.18e-01	2.12e-02	0.13	2.3
b3842	rfaH	CDS	433	0.29	5.28e-01	2.33e-01	0.24	1.19
b4155	epmA	CDS	722	0.29	6.38e-01	3.44e-01	0.31	0.95
b4358	lgoD	CDS	11	0.29	8.71e-01	6.64e-01	0.67	0.43
b4390	nadR	CDS	1077	0.29	1.61e-01	3.34e-02	0.13	2.13
b0085	murE	CDS	2624	0.28	1.41e-01	2.69e-02	0.13	2.21
b0181	lpxA	CDS	6690	0.28	6.10e-01	3.16e-01	0.28	1
b0516	allC	CDS	69	0.28	6.31e-01	3.37e-01	0.29	0.96
b0892	rarA	CDS	1421	0.28	6.09e-01	3.15e-01	0.28	1
b0923	mukE	CDS	1007	0.28	3.45e-01	1.12e-01	0.17	1.59
b1269	rluB	CDS	3466	0.28	3.48e-01	1.14e-01	0.18	1.58
b1602	pntB	CDS	3986	0.28	4.82e-01	1.96e-01	0.22	1.29
b1687	ydiJ	CDS	2730	0.28	8.48e-01	6.26e-01	0.58	0.49
b2351	yfdH	CDS	2616	0.28	3.49e-01	1.15e-01	0.18	1.58
b2408	yfeN	CDS	20	0.28	8.35e-01	5.99e-01	0.53	0.53
b2491	hyfR	CDS	51	0.28	7.85e-01	5.15e-01	0.43	0.65
b2706	gutM	CDS	16	0.28	8.94e-01	7.08e-01	0.75	0.37
b3296	rpsD	CDS	73583	0.28	7.73e-01	4.96e-01	0.42	0.68
b3401	hslO	CDS	1680	0.28	7.64e-01	4.87e-01	0.4	0.7
b4020	yjbB	CDS	347	0.28	5.78e-01	2.83e-01	0.26	1.07
b4042	dgkA	CDS	632	0.28	7.06e-01	4.18e-01	0.34	0.81
b4052	dnaB	CDS	3297	0.28	3.14e-01	9.48e-02	0.17	1.67
b4278	insG	CDS	270	0.28	5.49e-01	2.54e-01	0.25	1.14
b4381	deoC	CDS	954	0.28	8.31e-01	5.92e-01	0.51	0.54
b4475	rtcA	CDS	172	0.28	4.34e-01	1.63e-01	0.2	1.39
b0016	insL-1	CDS	1062	0.27	7.45e-01	4.62e-01	0.37	0.74
b0541	insF-3	CDS	59	0.27	5.67e-01	2.71e-01	0.25	1.1
b0602	ybdN	CDS	24	0.27	8.75e-01	6.72e-01	0.64	0.42
b0882	clpA	CDS	9588	0.27	5.75e-01	2.78e-01	0.25	1.08
b1479	maeA	CDS	4116	0.27	4.78e-01	1.93e-01	0.21	1.3
b1848	yebG	CDS	883	0.27	6.18e-01	3.26e-01	0.27	0.98
b1962	yedJ	CDS	620	0.27	7.56e-01	4.77e-01	0.39	0.71
b2085	yegR	CDS	17	0.27	8.69e-01	6.59e-01	0.61	0.44
b2367	emrY	CDS	40	0.27	7.82e-01	5.10e-01	0.41	0.66
